lat_bin,lon_bin,time_slot,total_count,dominant_category,dominance_gap,entropy,predicted_category,confidence_calibrated,correct,proba_other,proba_property,proba_violent,risk_score,city,confidence_tier
33.77,-118.28,2,42,violent,0.047619047619047616,1.091786238095127,property,0.8119,False,0.0764,0.8119,0.1117,11.2,LA,high
33.77,-118.28,3,48,violent,0.0,1.0604815913606993,property,0.801,False,0.0844,0.801,0.1146,11.5,LA,high
33.77,-118.27,0,51,other,0.0196078431372549,1.0753968901224003,property,0.7717,False,0.1077,0.7717,0.1206,12.1,LA,medium
33.77,-118.27,1,96,property,0.041666666666666664,1.0933903064791184,property,0.7819,True,0.1086,0.7819,0.1095,11.0,LA,medium
33.77,-118.27,2,139,property,0.04316546762589928,1.068066502378537,property,0.7818,True,0.1061,0.7818,0.1121,11.2,LA,medium
33.77,-118.27,3,135,violent,0.007407407407407408,1.0974483674252993,property,0.7661,False,0.1205,0.7661,0.1134,11.3,LA,medium
33.77,-118.26,0,32,property,0.21875,1.0358042841981745,property,0.6156,True,0.2079,0.6156,0.1764,17.6,LA,medium
33.77,-118.26,1,44,property,0.09090909090909091,1.0662136214038072,property,0.8072,True,0.0799,0.8072,0.1129,11.3,LA,high
33.77,-118.26,2,60,property,0.18333333333333332,1.0217260613086157,property,0.8095,True,0.0784,0.8095,0.1121,11.2,LA,high
33.77,-118.26,3,43,property,0.20930232558139536,1.045393094307787,property,0.6313,True,0.198,0.6313,0.1707,17.1,LA,medium
33.77,-118.25,0,5,other,0.2,0.6730116880595106,property,0.6119,False,0.2109,0.6119,0.1772,17.7,LA,medium
33.77,-118.25,1,7,property,0.14285714285714285,0.6829081257408294,property,0.8132,True,0.0753,0.8132,0.1115,11.1,LA,high
33.77,-118.25,2,9,property,0.3333333333333333,0.6365141893815645,property,0.813,True,0.0754,0.813,0.1115,11.2,LA,high
33.77,-118.25,3,6,property,0.0,0.6931472015900639,property,0.8136,True,0.0749,0.8136,0.1114,11.1,LA,high
33.77,-118.24000000000001,0,5,property,0.6,0.5004024447610512,property,0.77,True,0.1254,0.77,0.1046,10.5,LA,medium
33.77,-118.24000000000001,1,4,property,1.0,4.3446531758480495e-08,property,0.7703,True,0.1251,0.7703,0.1046,10.5,LA,medium
33.77,-118.24000000000001,2,4,property,0.25,1.0397207708399179,property,0.7927,True,0.0907,0.7927,0.1165,11.7,LA,medium
33.77,-118.24000000000001,3,6,property,0.5,0.8675632284814613,property,0.7862,True,0.1046,0.7862,0.1092,10.9,LA,medium
33.78,-118.31,0,6,other,0.3333333333333333,0.6365141893815645,property,0.812,False,0.0763,0.812,0.1117,11.2,LA,high
33.78,-118.31,1,11,property,0.0,1.0900596587107838,property,0.8145,True,0.0742,0.8145,0.1113,11.1,LA,high
33.78,-118.31,2,20,violent,0.0,1.0960673284468552,property,0.7994,False,0.0897,0.7994,0.1109,11.1,LA,medium
33.78,-118.31,3,8,other,0.25,0.6615632592196847,property,0.814,False,0.0746,0.814,0.1114,11.1,LA,high
33.78,-118.3,0,23,property,0.391304347826087,0.9381390150046416,property,0.814,True,0.0745,0.814,0.1114,11.1,LA,high
33.78,-118.3,1,24,property,0.0,0.9222208985694438,property,0.8155,True,0.0733,0.8155,0.1112,11.1,LA,high
33.78,-118.3,2,43,violent,0.023255813953488372,1.0914082001162215,property,0.8146,False,0.0741,0.8146,0.1113,11.1,LA,high
33.78,-118.3,3,61,property,0.13114754098360656,1.0796963481135544,property,0.8148,True,0.0739,0.8148,0.1113,11.1,LA,high
33.78,-118.29,2,4,violent,0.25,1.0397207708399179,property,0.813,False,0.0754,0.813,0.1116,11.2,LA,high
33.78,-118.28,0,42,property,0.16666666666666666,1.0463837060427545,property,0.7535,True,0.1169,0.7535,0.1295,13.0,LA,medium
33.78,-118.28,1,65,property,0.03076923076923077,1.0727787324580622,property,0.8154,True,0.0734,0.8154,0.1112,11.1,LA,high
33.78,-118.28,2,87,property,0.022988505747126436,1.066295793543254,property,0.8148,True,0.0738,0.8148,0.1113,11.1,LA,high
33.78,-118.28,3,114,property,0.23684210526315788,1.0390279299861542,property,0.8143,True,0.0744,0.8143,0.1114,11.1,LA,high
33.78,-118.27,0,202,violent,0.0594059405940594,1.0695247473492608,property,0.6583,False,0.1798,0.6583,0.1619,16.2,LA,medium
33.78,-118.27,1,216,property,0.10185185185185185,1.0863655163849892,property,0.8142,True,0.0744,0.8142,0.1114,11.1,LA,high
33.78,-118.27,2,350,violent,0.002857142857142857,1.087911935033118,property,0.7986,False,0.0874,0.7986,0.114,11.4,LA,medium
