lat_bin,lon_bin,time_slot,month,total_count,dominant_category,pred,conf,ok,p_violent,p_property,p_other,risk
38.85,-94.6,2,2,4,property,property,0.875,True,0.0,0.8749,0.1251,0.0
38.85,-94.56,0,7,8,property,violent,0.566,False,0.5661,0.3102,0.1238,56.6
38.85,-94.55,1,8,4,property,other,0.673,False,0.0218,0.3051,0.6731,0.0
38.85,-94.55,1,10,3,property,other,0.66,False,0.0223,0.3176,0.6601,0.0
38.85,-94.55,2,1,3,property,other,0.672,False,0.0227,0.3048,0.6725,0.0
38.85,-94.54,0,5,6,other,other,0.898,True,0.0,0.102,0.898,0.0
38.85,-94.54,1,9,3,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.85,-94.54,1,12,4,other,other,0.876,True,0.0,0.1243,0.8757,0.0
38.85,-94.54,2,6,3,property,other,0.898,False,0.0,0.102,0.898,0.0
38.85,-94.52,0,6,3,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.85,-94.38,2,1,4,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.85,-94.38,3,2,3,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.59,2,3,11,property,property,0.76,True,0.0,0.7596,0.2404,0.0
38.86,-94.59,3,1,4,other,violent,0.604,False,0.6043,0.1729,0.2228,60.4
38.86,-94.58,1,4,6,property,property,0.913,True,0.0,0.9134,0.0866,0.0
38.86,-94.56,0,9,3,other,property,0.613,False,0.021,0.6128,0.3662,0.0
38.86,-94.56,2,8,4,property,violent,0.613,False,0.6134,0.2524,0.1341,61.3
38.86,-94.56,2,12,3,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.86,-94.55,0,7,4,other,other,0.876,True,0.0,0.1243,0.8757,0.0
38.86,-94.55,1,4,8,other,other,0.876,True,0.0,0.1243,0.8757,0.0
38.86,-94.55,1,5,5,other,other,0.876,True,0.0,0.1243,0.8757,0.0
38.86,-94.55,2,5,12,other,other,0.893,True,0.0,0.107,0.893,0.0
38.86,-94.55,3,5,3,property,other,1.0,False,0.0,0.0,1.0,0.0
38.86,-94.55,3,12,4,other,other,1.0,True,0.0,0.0,1.0,0.0
38.86,-94.54,0,10,8,property,violent,0.561,False,0.5609,0.2695,0.1696,56.1
38.86,-94.53,0,1,10,property,violent,0.565,False,0.5652,0.2003,0.2345,56.5
38.86,-94.53,0,3,8,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,0,4,11,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,0,5,4,other,violent,0.822,False,0.8224,0.0801,0.0976,82.2
38.86,-94.53,0,6,16,property,property,0.462,True,0.1466,0.4623,0.3911,0.0
38.86,-94.53,0,7,5,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,0,8,11,violent,violent,0.756,True,0.7564,0.0782,0.1654,75.6
38.86,-94.53,0,9,11,other,property,0.462,False,0.1466,0.4623,0.3911,0.0
38.86,-94.53,0,10,23,violent,other,0.517,False,0.0509,0.4316,0.5175,0.0
38.86,-94.53,0,11,6,property,violent,0.822,False,0.8224,0.0801,0.0976,82.2
38.86,-94.53,1,1,6,other,violent,0.844,False,0.8436,0.0821,0.0742,84.4
38.86,-94.53,1,2,12,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,1,3,14,property,property,0.54,True,0.0961,0.5403,0.3636,0.0
38.86,-94.53,1,4,4,property,violent,0.878,False,0.878,0.0855,0.0366,87.8
38.86,-94.53,1,5,6,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,1,6,10,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,1,8,7,property,property,0.589,True,0.0492,0.5892,0.3616,0.0
38.86,-94.53,1,9,9,other,property,0.492,False,0.096,0.4917,0.4123,0.0
38.86,-94.53,1,10,7,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,1,12,8,other,property,0.546,False,0.0971,0.5456,0.3573,0.0
38.86,-94.53,2,1,26,violent,property,0.528,False,0.1167,0.528,0.3553,0.0
38.86,-94.53,2,2,12,other,property,0.465,False,0.146,0.4645,0.3895,0.0
38.86,-94.53,2,3,14,other,property,0.457,False,0.1464,0.4566,0.397,0.0
38.86,-94.53,2,4,4,other,violent,0.919,False,0.9191,0.0,0.0809,91.9
38.86,-94.53,2,5,5,property,property,0.46,True,0.1474,0.4596,0.3931,0.0
38.86,-94.53,2,6,10,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,2,7,21,violent,property,0.476,False,0.121,0.4762,0.4028,0.0
38.86,-94.53,2,8,20,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,2,9,11,other,property,0.465,False,0.146,0.4645,0.3895,0.0
38.86,-94.53,2,10,15,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,2,11,21,other,violent,1.0,False,1.0,0.0,0.0,100.0
38.86,-94.53,2,12,7,property,property,0.478,True,0.1205,0.4784,0.4011,0.0
38.86,-94.53,3,1,22,other,other,0.635,True,0.1041,0.2609,0.635,0.0
38.86,-94.53,3,2,13,property,other,0.54,False,0.215,0.2448,0.5401,0.0
38.86,-94.53,3,3,16,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,3,4,6,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,3,5,10,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,3,6,12,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,3,7,7,other,other,0.604,True,0.1228,0.2736,0.6036,0.0
38.86,-94.53,3,8,12,property,violent,1.0,False,1.0,0.0,0.0,100.0
38.86,-94.53,3,9,26,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,3,10,18,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.53,3,11,13,property,violent,1.0,False,1.0,0.0,0.0,100.0
38.86,-94.53,3,12,23,violent,violent,0.622,True,0.6218,0.1277,0.2505,62.2
38.86,-94.49,1,4,9,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.49,3,2,3,property,other,0.492,False,0.1519,0.3564,0.4918,0.0
38.86,-94.48,1,5,3,property,property,0.532,True,0.0222,0.5319,0.4459,0.0
38.86,-94.48,1,7,3,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.48,2,11,3,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.86,-94.46,2,2,4,property,property,0.626,True,0.0508,0.6256,0.3236,0.0
38.86,-94.46,2,8,3,property,property,0.645,True,0.0221,0.6445,0.3333,0.0
38.86,-94.46,2,10,4,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.86,-94.46,3,6,10,property,violent,0.583,False,0.5825,0.2413,0.1761,58.3
38.87,-94.61,0,8,4,property,property,0.767,True,0.0,0.7671,0.2329,0.0
38.87,-94.61,0,12,4,property,property,0.767,True,0.0,0.7671,0.2329,0.0
38.87,-94.61,1,2,5,property,property,0.907,True,0.0,0.9071,0.0929,0.0
38.87,-94.61,1,5,4,property,property,0.957,True,0.0,0.9573,0.0427,0.0
38.87,-94.61,1,9,6,property,property,0.969,True,0.0,0.9694,0.0306,0.0
38.87,-94.61,1,11,30,property,property,0.969,True,0.0,0.9686,0.0314,0.0
38.87,-94.61,2,1,6,property,property,0.806,True,0.0,0.8065,0.1935,0.0
38.87,-94.61,2,3,3,other,property,0.833,False,0.0,0.8333,0.1667,0.0
38.87,-94.61,2,10,3,property,property,0.796,True,0.0,0.7959,0.2041,0.0
38.87,-94.61,2,11,4,other,violent,0.608,False,0.6079,0.174,0.2181,60.8
38.87,-94.61,2,12,4,property,property,0.796,True,0.0,0.7959,0.2041,0.0
38.87,-94.6,1,10,116,property,property,0.969,True,0.0,0.9686,0.0314,0.0
38.87,-94.6,2,1,4,property,property,0.833,True,0.0,0.8333,0.1667,0.0
38.87,-94.6,2,9,4,property,property,0.833,True,0.0,0.8333,0.1667,0.0
38.87,-94.59,1,1,5,property,property,0.907,True,0.0,0.9071,0.0929,0.0
38.87,-94.59,2,2,3,property,property,0.875,True,0.0,0.8749,0.1251,0.0
38.87,-94.58,3,8,3,property,property,0.574,True,0.0498,0.5742,0.376,0.0
38.87,-94.57,3,10,6,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.87,-94.56,1,5,3,property,property,0.957,True,0.0,0.9573,0.0427,0.0
38.87,-94.56,2,4,4,property,property,0.875,True,0.0,0.8749,0.1251,0.0
38.87,-94.54,1,3,3,other,property,0.455,False,0.1013,0.4554,0.4434,0.0
38.87,-94.53,1,9,3,property,property,0.875,True,0.0,0.8749,0.1251,0.0
38.87,-94.46,0,3,3,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.87,-94.46,2,3,3,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.61,0,3,3,property,property,0.789,True,0.0,0.7892,0.2108,0.0
38.88,-94.61,0,6,4,property,property,0.783,True,0.0077,0.7831,0.2092,0.0
38.88,-94.61,1,1,3,property,property,0.9,True,0.0074,0.9004,0.0922,0.0
38.88,-94.61,1,3,7,property,property,0.969,True,0.0,0.9686,0.0314,0.0
38.88,-94.61,1,5,7,property,property,0.969,True,0.0,0.9686,0.0314,0.0
38.88,-94.61,1,6,5,property,property,0.957,True,0.0,0.9571,0.0429,0.0
38.88,-94.61,1,7,12,property,property,1.0,True,0.0,1.0,0.0,0.0
38.88,-94.61,1,8,6,property,property,1.0,True,0.0,1.0,0.0,0.0
38.88,-94.61,1,9,16,other,property,1.0,False,0.0,1.0,0.0,0.0
38.88,-94.61,1,10,8,property,property,0.969,True,0.0,0.9686,0.0314,0.0
38.88,-94.61,1,11,10,other,property,0.969,False,0.0,0.9686,0.0314,0.0
38.88,-94.61,1,12,9,other,property,0.969,False,0.0,0.9686,0.0314,0.0
38.88,-94.61,2,1,17,property,property,0.868,True,0.0074,0.8684,0.1242,0.0
38.88,-94.61,2,2,28,property,property,0.894,True,0.0076,0.8944,0.098,0.0
38.88,-94.61,2,3,24,property,property,0.904,True,0.0,0.9041,0.0959,0.0
38.88,-94.61,2,4,29,property,property,0.897,True,0.0077,0.8972,0.0951,0.0
38.88,-94.61,2,5,21,property,property,0.901,True,0.0,0.9013,0.0987,0.0
38.88,-94.61,2,6,23,property,property,0.863,True,0.0,0.8634,0.1366,0.0
38.88,-94.61,2,7,40,property,property,0.904,True,0.0,0.9041,0.0959,0.0
38.88,-94.61,2,8,14,other,property,0.904,False,0.0,0.9041,0.0959,0.0
38.88,-94.61,2,9,18,property,property,0.904,True,0.0,0.9041,0.0959,0.0
38.88,-94.61,2,10,12,property,property,0.901,True,0.0,0.9013,0.0987,0.0
38.88,-94.61,2,11,47,other,property,0.901,False,0.0,0.9013,0.0987,0.0
38.88,-94.61,2,12,36,property,property,0.868,True,0.0074,0.8684,0.1242,0.0
38.88,-94.61,3,1,14,property,property,0.738,True,0.0215,0.7379,0.2406,0.0
38.88,-94.61,3,2,7,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.88,-94.61,3,3,6,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.88,-94.61,3,4,4,property,property,0.626,True,0.0508,0.6256,0.3236,0.0
38.88,-94.61,3,5,9,property,property,0.631,True,0.0425,0.6311,0.3264,0.0
38.88,-94.61,3,6,8,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.88,-94.61,3,7,10,property,property,0.631,True,0.0425,0.6311,0.3264,0.0
38.88,-94.61,3,8,10,property,property,0.601,True,0.0405,0.6006,0.3589,0.0
38.88,-94.61,3,9,13,property,property,0.601,True,0.0405,0.6006,0.3589,0.0
38.88,-94.61,3,10,18,property,violent,0.53,False,0.53,0.3098,0.1602,53.0
38.88,-94.61,3,11,6,other,property,0.654,False,0.0215,0.6541,0.3244,0.0
38.88,-94.61,3,12,13,property,property,0.654,True,0.0215,0.6541,0.3244,0.0
38.88,-94.6,0,1,7,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.6,0,4,6,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.6,0,5,3,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.6,0,7,3,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.6,0,9,8,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.6,1,1,18,property,property,0.868,True,0.0074,0.8684,0.1242,0.0
38.88,-94.6,1,2,20,property,property,0.875,True,0.0002,0.8747,0.1251,0.0
38.88,-94.6,1,3,9,property,property,0.907,True,0.0,0.9071,0.0929,0.0
38.88,-94.6,1,4,11,property,property,0.907,True,0.0,0.9071,0.0929,0.0
38.88,-94.6,1,5,7,property,property,0.957,True,0.0,0.9571,0.0429,0.0
38.88,-94.6,1,6,10,property,property,0.907,True,0.0,0.9071,0.0929,0.0
38.88,-94.6,1,7,8,property,property,0.969,True,0.0,0.9686,0.0314,0.0
38.88,-94.6,1,8,3,property,property,0.969,True,0.0,0.9686,0.0314,0.0
38.88,-94.6,1,9,12,property,property,0.969,True,0.0,0.9686,0.0314,0.0
38.88,-94.6,1,10,6,property,property,0.957,True,0.0,0.9571,0.0429,0.0
38.88,-94.6,1,11,13,property,property,0.957,True,0.0,0.9571,0.0429,0.0
38.88,-94.6,1,12,8,property,property,0.907,True,0.0,0.9071,0.0929,0.0
38.88,-94.6,2,2,15,property,violent,0.733,False,0.7333,0.1426,0.1242,73.3
38.88,-94.6,2,3,8,property,property,0.792,True,0.0106,0.7915,0.1979,0.0
38.88,-94.6,2,4,28,property,property,0.781,True,0.0104,0.781,0.2086,0.0
38.88,-94.6,2,5,17,property,property,0.781,True,0.0104,0.781,0.2086,0.0
38.88,-94.6,2,6,4,other,property,0.76,False,0.0,0.7596,0.2404,0.0
38.88,-94.6,2,7,9,property,property,0.781,True,0.0104,0.781,0.2086,0.0
38.88,-94.6,2,8,7,property,property,0.783,True,0.0077,0.7831,0.2092,0.0
38.88,-94.6,2,9,8,property,property,0.783,True,0.0077,0.7831,0.2092,0.0
38.88,-94.6,2,10,8,property,property,0.783,True,0.0077,0.7831,0.2092,0.0
38.88,-94.6,2,11,5,property,property,0.783,True,0.0077,0.7831,0.2092,0.0
38.88,-94.6,2,12,7,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.6,3,2,3,property,property,0.556,True,0.1028,0.556,0.3412,0.0
38.88,-94.6,3,3,3,other,property,0.551,False,0.1019,0.5509,0.3473,0.0
38.88,-94.6,3,5,4,other,property,0.542,False,0.0937,0.5417,0.3646,0.0
38.88,-94.6,3,7,5,property,violent,0.524,False,0.5245,0.2874,0.1882,52.4
38.88,-94.6,3,8,8,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.88,-94.6,3,10,3,property,property,0.54,True,0.0961,0.5403,0.3636,0.0
38.88,-94.59,0,1,15,property,property,0.585,True,0.0214,0.5849,0.3936,0.0
38.88,-94.59,0,2,5,property,property,0.585,True,0.0214,0.5849,0.3936,0.0
38.88,-94.59,0,3,9,other,property,0.585,False,0.0214,0.5849,0.3936,0.0
38.88,-94.59,0,4,6,property,property,0.585,True,0.0214,0.5849,0.3936,0.0
38.88,-94.59,0,6,3,other,property,0.585,False,0.0214,0.5849,0.3936,0.0
38.88,-94.59,0,7,3,property,property,0.585,True,0.0214,0.5849,0.3936,0.0
38.88,-94.59,0,9,13,property,property,0.591,True,0.0217,0.5912,0.3872,0.0
38.88,-94.59,0,10,7,other,property,0.591,False,0.0217,0.5912,0.3872,0.0
38.88,-94.59,1,1,6,other,property,0.739,False,0.0215,0.7386,0.2399,0.0
38.88,-94.59,1,2,12,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.88,-94.59,1,3,9,property,property,0.76,True,0.0,0.7596,0.2404,0.0
38.88,-94.59,1,4,5,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.88,-94.59,1,5,16,property,property,0.739,True,0.0206,0.7393,0.2402,0.0
38.88,-94.59,1,6,8,property,property,0.747,True,0.0104,0.747,0.2427,0.0
38.88,-94.59,1,7,8,other,property,0.754,False,0.0077,0.7538,0.2385,0.0
38.88,-94.59,1,8,8,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.59,1,9,15,violent,property,0.739,False,0.0215,0.7386,0.2399,0.0
38.88,-94.59,1,10,10,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.88,-94.59,1,11,4,other,property,0.752,False,0.0105,0.7517,0.2379,0.0
38.88,-94.59,1,12,9,property,violent,0.853,False,0.8531,0.1469,0.0,85.3
38.88,-94.59,2,1,6,other,property,0.542,False,0.0937,0.5417,0.3646,0.0
38.88,-94.59,2,2,16,property,property,0.6,True,0.0212,0.6004,0.3785,0.0
38.88,-94.59,2,3,21,violent,property,0.6,False,0.0212,0.6004,0.3785,0.0
38.88,-94.59,2,4,8,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.88,-94.59,2,5,14,property,property,0.606,True,0.0214,0.6065,0.3722,0.0
38.88,-94.59,2,6,6,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.88,-94.59,2,7,21,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.88,-94.59,2,8,14,property,property,0.601,True,0.0405,0.6006,0.3589,0.0
38.88,-94.59,2,9,29,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.88,-94.59,2,10,15,other,property,0.613,False,0.021,0.6128,0.3662,0.0
38.88,-94.59,2,11,23,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.88,-94.59,3,2,18,property,property,0.483,True,0.0972,0.483,0.4199,0.0
38.88,-94.59,3,3,10,property,other,0.517,False,0.0422,0.4405,0.5173,0.0
38.88,-94.59,3,4,7,property,violent,1.0,False,1.0,0.0,0.0,100.0
38.88,-94.59,3,5,13,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.88,-94.59,3,6,8,property,property,0.505,True,0.0509,0.5045,0.4446,0.0
38.88,-94.59,3,7,11,property,property,0.505,True,0.0509,0.5045,0.4446,0.0
38.88,-94.59,3,8,14,other,other,0.473,True,0.0542,0.4725,0.4733,0.0
38.88,-94.59,3,9,11,property,property,0.512,True,0.0428,0.512,0.4451,0.0
38.88,-94.59,3,10,3,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.88,-94.59,3,11,12,property,property,0.514,True,0.0513,0.514,0.4348,0.0
38.88,-94.59,3,12,17,property,property,0.514,True,0.0513,0.514,0.4348,0.0
38.88,-94.48,0,11,5,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.88,-94.48,2,3,4,property,other,0.491,False,0.0991,0.4097,0.4912,0.0
38.89,-94.61,0,1,8,property,property,0.661,True,0.0104,0.6615,0.3281,0.0
38.89,-94.61,0,2,16,property,property,0.645,True,0.0221,0.6445,0.3333,0.0
38.89,-94.61,0,3,15,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.89,-94.61,0,4,7,property,property,0.647,True,0.022,0.6471,0.3309,0.0
38.89,-94.61,0,5,5,property,property,0.65,True,0.0218,0.6505,0.3278,0.0
38.89,-94.61,0,7,6,property,property,0.654,True,0.0215,0.6541,0.3244,0.0
38.89,-94.61,0,8,12,property,property,0.739,True,0.0215,0.7386,0.2399,0.0
38.89,-94.61,0,9,4,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.89,-94.61,0,10,8,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,0,11,8,other,property,0.739,False,0.0215,0.7386,0.2399,0.0
38.89,-94.61,0,12,4,property,property,0.739,True,0.0215,0.7386,0.2399,0.0
38.89,-94.61,1,1,22,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.89,-94.61,1,2,26,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.89,-94.61,1,3,18,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,1,4,5,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,1,5,17,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,1,6,25,other,property,0.752,False,0.0105,0.7517,0.2379,0.0
38.89,-94.61,1,7,28,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.89,-94.61,1,8,21,property,property,0.789,True,0.0,0.7892,0.2108,0.0
38.89,-94.61,1,9,15,property,property,0.789,True,0.0,0.7892,0.2108,0.0
38.89,-94.61,1,10,19,property,property,0.752,True,0.0105,0.7517,0.2379,0.0
38.89,-94.61,1,11,23,other,property,0.752,False,0.0105,0.7517,0.2379,0.0
38.89,-94.61,1,12,34,other,property,0.752,False,0.0105,0.7517,0.2379,0.0
38.89,-94.61,2,1,86,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,2,2,62,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,2,3,70,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,2,4,27,other,property,0.754,False,0.0077,0.7538,0.2385,0.0
38.89,-94.61,2,5,58,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,2,6,66,property,property,0.754,True,0.0077,0.7538,0.2385,0.0
38.89,-94.61,2,7,61,property,property,0.76,True,0.0,0.7596,0.2404,0.0
38.89,-94.61,2,8,49,other,property,0.783,False,0.0077,0.7831,0.2092,0.0
38.89,-94.61,2,9,37,other,property,0.789,False,0.0,0.7892,0.2108,0.0
38.89,-94.61,2,10,58,other,property,0.789,False,0.0,0.7892,0.2108,0.0
38.89,-94.61,2,11,63,property,property,0.783,True,0.0077,0.7831,0.2092,0.0
38.89,-94.61,2,12,77,other,property,0.76,False,0.0,0.7596,0.2404,0.0
38.89,-94.61,3,1,26,property,property,0.573,True,0.0412,0.5731,0.3857,0.0
38.89,-94.61,3,2,33,property,property,0.563,True,0.0488,0.563,0.3882,0.0
38.89,-94.61,3,3,52,property,property,0.568,True,0.0493,0.5683,0.3824,0.0
38.89,-94.61,3,4,42,other,property,0.568,False,0.0493,0.5683,0.3824,0.0
38.89,-94.61,3,5,32,property,property,0.568,True,0.0493,0.5683,0.3824,0.0
38.89,-94.61,3,6,25,property,property,0.568,True,0.0493,0.5683,0.3824,0.0
38.89,-94.61,3,7,29,other,property,0.568,False,0.0493,0.5683,0.3824,0.0
38.89,-94.61,3,8,24,property,property,0.568,True,0.0493,0.5683,0.3824,0.0
38.89,-94.61,3,9,31,other,property,0.606,False,0.0214,0.6065,0.3722,0.0
38.89,-94.61,3,10,40,property,property,0.6,True,0.0212,0.6004,0.3785,0.0
38.89,-94.61,3,11,41,property,property,0.613,True,0.021,0.6128,0.3662,0.0
38.89,-94.61,3,12,25,other,property,0.613,False,0.021,0.6128,0.3662,0.0
38.89,-94.6,0,2,4,other,other,0.626,True,0.0533,0.3211,0.6256,0.0
38.89,-94.6,0,3,5,property,other,0.627,False,0.0443,0.3289,0.6268,0.0
38.89,-94.6,0,4,12,other,other,0.646,True,0.0232,0.3313,0.6455,0.0
38.89,-94.6,0,5,7,property,other,0.566,False,0.0232,0.4104,0.5663,0.0
38.89,-94.6,0,7,4,violent,violent,0.756,True,0.7564,0.0782,0.1654,75.6
38.89,-94.6,0,8,9,property,other,0.533,False,0.0221,0.4447,0.5332,0.0
38.89,-94.6,0,10,4,other,violent,0.753,False,0.753,0.0779,0.1691,75.3
38.89,-94.6,0,11,4,property,other,0.528,False,0.0219,0.4499,0.5282,0.0
38.89,-94.6,1,1,13,property,violent,0.756,False,0.7564,0.0782,0.1654,75.6
38.89,-94.6,1,2,21,property,property,0.526,True,0.0222,0.5258,0.452,0.0
38.89,-94.6,1,3,10,property,property,0.508,True,0.0512,0.5076,0.4412,0.0
38.89,-94.6,1,4,11,other,property,0.526,False,0.0222,0.5258,0.452,0.0
38.89,-94.6,1,5,8,other,property,0.532,False,0.0222,0.5319,0.4459,0.0
38.89,-94.6,1,6,15,property,other,0.513,False,0.0504,0.4368,0.5128,0.0
38.89,-94.6,1,7,23,property,property,0.532,True,0.0222,0.5319,0.4459,0.0
38.89,-94.6,1,8,5,property,property,0.505,True,0.0509,0.5045,0.4446,0.0
38.89,-94.6,1,10,21,property,property,0.585,True,0.0205,0.5855,0.394,0.0
38.89,-94.6,1,11,16,other,property,0.505,False,0.0509,0.5045,0.4446,0.0
38.89,-94.6,1,12,10,property,property,0.532,True,0.0222,0.5319,0.4459,0.0
38.89,-94.6,2,1,25,other,other,0.641,True,0.0231,0.3362,0.6407,0.0
38.89,-94.6,2,2,21,property,other,0.646,False,0.0232,0.3313,0.6455,0.0
38.89,-94.6,2,3,24,other,other,0.66,True,0.0223,0.3176,0.6601,0.0
38.89,-94.6,2,4,22,other,other,0.554,True,0.0446,0.4014,0.5539,0.0
38.89,-94.6,2,5,11,property,other,0.646,False,0.0232,0.3313,0.6455,0.0
38.89,-94.6,2,6,32,property,other,0.646,False,0.0232,0.3313,0.6455,0.0
38.89,-94.6,2,7,19,other,other,0.646,True,0.0232,0.3313,0.6455,0.0
38.89,-94.6,2,8,36,property,other,0.566,False,0.0232,0.4104,0.5663,0.0
38.89,-94.6,2,9,12,other,other,0.566,True,0.0232,0.4104,0.5663,0.0
38.89,-94.6,2,10,27,property,other,0.566,False,0.0232,0.4104,0.5663,0.0
38.89,-94.6,2,11,11,property,other,0.566,False,0.0232,0.4104,0.5663,0.0
38.89,-94.6,2,12,24,other,other,0.566,True,0.0232,0.4104,0.5663,0.0
38.89,-94.6,3,1,12,property,other,0.677,False,0.0526,0.2707,0.6767,0.0
38.89,-94.6,3,2,17,other,violent,1.0,False,1.0,0.0,0.0,100.0
38.89,-94.6,3,3,16,other,other,0.678,True,0.0525,0.2699,0.6776,0.0
38.89,-94.6,3,4,17,property,other,0.678,False,0.0525,0.2699,0.6776,0.0
38.89,-94.6,3,5,6,other,other,0.678,True,0.0525,0.2699,0.6776,0.0
38.89,-94.6,3,6,17,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.89,-94.6,3,7,6,property,other,0.703,False,0.0544,0.2427,0.7028,0.0
38.89,-94.6,3,8,14,property,other,0.652,False,0.0521,0.2957,0.6522,0.0
38.89,-94.6,3,10,11,property,other,0.646,False,0.0232,0.3313,0.6455,0.0
38.89,-94.6,3,11,9,property,violent,0.592,False,0.5921,0.1694,0.2385,59.2
38.89,-94.6,3,12,5,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.89,-94.59,0,1,8,property,property,0.516,True,0.051,0.5162,0.4328,0.0
38.89,-94.59,0,3,3,property,property,0.585,True,0.0214,0.5849,0.3936,0.0
38.89,-94.59,0,4,7,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.89,-94.59,0,5,9,violent,violent,1.0,True,1.0,0.0,0.0,100.0
38.89,-94.59,0,6,17,property,property,0.516,True,0.051,0.5162,0.4328,0.0
38.89,-94.59,0,7,6,property,property,0.516,True,0.051,0.5162,0.4328,0.0
38.89,-94.59,0,8,10,other,property,0.516,False,0.051,0.5162,0.4328,0.0
38.89,-94.59,0,10,5,property,property,0.532,True,0.0222,0.5319,0.4459,0.0
38.89,-94.59,0,11,20,other,property,0.532,False,0.0222,0.5319,0.4459,0.0
38.89,-94.59,0,12,15,property,property,0.532,True,0.0222,0.5319,0.4459,0.0
38.89,-94.59,1,1,11,property,property,0.658,True,0.0105,0.6579,0.3315,0.0
38.89,-94.59,1,2,5,property,property,0.663,True,0.0077,0.6633,0.329,0.0
38.89,-94.59,1,3,12,property,property,0.695,True,0.0,0.6947,0.3053,0.0
38.89,-94.59,1,4,14,property,property,0.663,True,0.0077,0.6633,0.329,0.0
38.89,-94.59,1,5,6,property,property,0.613,True,0.021,0.6128,0.3662,0.0
