lat_bin,lon_bin,time_slot,month,total_count,dominant_category,pred,conf,ok,p_violent,p_property,p_other,risk
40.69,-89.69,2,8,22,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,2,9,22,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.69,2,10,13,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.69,2,11,7,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,2,12,16,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,1,12,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,2,9,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,3,9,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,4,14,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,5,9,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,6,10,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,7,16,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,8,27,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,9,23,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,10,5,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,11,10,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.69,3,12,14,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.68,0,2,3,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.68,0,3,4,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.68,0,4,3,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.68,0,8,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,0,9,6,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.68,1,7,4,other,other,0.963,True,0.0,0.0373,0.9627,0.0
40.69,-89.68,1,11,3,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.68,2,2,3,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.68,2,5,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,2,6,4,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,2,7,5,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,2,8,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,2,9,5,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.68,2,10,6,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.68,2,11,5,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,2,12,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,3,3,4,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,3,4,10,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,3,7,4,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,3,8,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.68,3,9,4,other,violent,0.613,False,0.6132,0.0,0.3868,61.3
40.69,-89.67,0,7,5,other,other,0.726,True,0.2426,0.0313,0.7261,0.0
40.69,-89.67,1,1,3,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.67,1,4,3,other,other,0.963,True,0.0,0.0373,0.9627,0.0
40.69,-89.67,1,7,5,property,other,0.927,False,0.0,0.0734,0.9266,0.0
40.69,-89.67,1,8,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,1,9,14,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.67,2,1,4,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,2,3,3,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.67,2,5,7,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,2,6,6,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,2,7,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,2,8,13,violent,other,0.633,False,0.3672,0.0,0.6328,0.0
40.69,-89.67,2,9,4,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.67,2,11,6,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,2,12,10,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,3,1,6,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,3,5,8,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,3,7,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,3,8,11,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,3,9,7,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,3,10,5,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,3,11,6,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.67,3,12,6,violent,violent,0.986,True,0.9863,0.0,0.0137,98.6
40.69,-89.66,1,11,3,other,other,0.754,True,0.0,0.246,0.754,0.0
40.69,-89.64,3,8,4,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.63,0,1,11,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.63,0,2,8,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,0,3,14,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,0,5,8,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,0,6,8,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.63,0,7,21,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.63,0,8,10,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,0,9,21,other,other,0.671,True,0.3286,0.0,0.6714,0.0
40.69,-89.63,0,10,3,violent,violent,0.979,True,0.9792,0.0,0.0208,97.9
40.69,-89.63,0,11,22,other,other,0.796,True,0.1934,0.0106,0.796,0.0
40.69,-89.63,0,12,10,other,other,0.964,True,0.0,0.0359,0.9641,0.0
40.69,-89.63,1,1,25,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,1,2,19,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,1,3,11,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,1,4,11,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,1,5,16,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,1,6,11,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,1,7,23,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,1,8,35,other,other,0.927,True,0.0,0.0734,0.9266,0.0
40.69,-89.63,1,9,36,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.63,1,10,6,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.63,1,11,14,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,1,12,16,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,1,20,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,2,13,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,3,24,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,4,12,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,5,22,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,6,25,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,7,16,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,8,18,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,9,15,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,10,13,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,11,25,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,2,12,16,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,3,1,6,other,other,0.964,True,0.0,0.0359,0.9641,0.0
40.69,-89.63,3,2,8,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.63,3,3,7,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,3,4,13,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.63,3,5,15,property,other,0.963,False,0.0,0.0371,0.9629,0.0
40.69,-89.63,3,6,12,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,3,7,16,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.63,3,8,10,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,3,9,20,other,other,0.726,True,0.2423,0.0313,0.7264,0.0
40.69,-89.63,3,10,6,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.63,3,11,23,other,other,0.964,True,0.0,0.0359,0.9641,0.0
40.69,-89.63,3,12,22,other,other,0.938,True,0.0258,0.0362,0.938,0.0
40.69,-89.62,0,1,34,other,other,0.633,True,0.3672,0.0,0.6328,0.0
40.69,-89.62,0,2,12,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,3,39,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,4,34,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,5,30,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,6,19,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,7,53,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,8,41,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,9,42,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,10,14,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,11,27,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,0,12,22,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,1,1,24,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,1,2,16,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.62,1,3,15,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,1,4,9,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,1,5,24,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.62,1,6,17,other,other,0.927,True,0.0,0.0734,0.9266,0.0
40.69,-89.62,1,7,16,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,1,8,27,other,other,0.927,True,0.0,0.0734,0.9266,0.0
40.69,-89.62,1,9,39,other,other,0.927,True,0.0,0.0734,0.9266,0.0
40.69,-89.62,1,10,23,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.62,1,11,24,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,1,12,21,property,other,0.861,False,0.0,0.1389,0.8611,0.0
40.69,-89.62,2,1,30,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,2,2,32,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,2,3,25,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.62,2,4,22,other,other,0.963,True,0.0,0.0373,0.9627,0.0
40.69,-89.62,2,5,41,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,2,6,31,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,2,7,34,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.62,2,8,28,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.62,2,9,47,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.62,2,10,28,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.62,2,11,34,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.62,2,12,39,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.69,-89.62,3,1,23,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,2,20,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,3,46,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,4,26,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,5,22,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,6,15,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,7,47,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,8,63,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.62,3,9,49,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,10,25,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,11,20,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.62,3,12,39,other,other,0.927,True,0.0,0.0734,0.9266,0.0
40.69,-89.61,0,1,18,violent,violent,0.979,True,0.9792,0.0,0.0208,97.9
40.69,-89.61,0,2,20,other,other,0.938,True,0.0258,0.0362,0.938,0.0
40.69,-89.61,0,3,34,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,0,4,20,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,0,5,27,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,0,6,32,property,other,0.963,False,0.0,0.0373,0.9627,0.0
40.69,-89.61,0,7,63,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,0,8,27,other,violent,0.979,False,0.9792,0.0,0.0208,97.9
40.69,-89.61,0,9,41,other,other,0.963,True,0.0,0.0373,0.9627,0.0
40.69,-89.61,0,10,22,violent,violent,1.0,True,1.0,0.0,0.0,100.0
40.69,-89.61,0,11,25,other,other,0.814,True,0.0702,0.1155,0.8143,0.0
40.69,-89.61,0,12,18,property,other,0.963,False,0.0,0.0373,0.9627,0.0
40.69,-89.61,1,1,16,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,2,23,violent,other,0.963,False,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,3,14,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,4,14,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,5,16,violent,other,0.726,False,0.2426,0.0313,0.7261,0.0
40.69,-89.61,1,6,19,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,7,31,violent,other,0.927,False,0.0373,0.0357,0.927,0.0
40.69,-89.61,1,8,19,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,9,21,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,10,14,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,11,26,violent,other,0.963,False,0.0,0.0371,0.9629,0.0
40.69,-89.61,1,12,22,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.69,-89.61,2,1,21,other,other,0.78,True,0.1895,0.0303,0.7802,0.0
40.69,-89.61,2,2,29,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,2,3,27,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,2,4,21,property,other,0.963,False,0.0,0.0371,0.9629,0.0
40.69,-89.61,2,5,33,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,2,6,32,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,2,7,37,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,2,8,22,other,violent,0.746,False,0.746,0.0,0.254,74.6
40.69,-89.61,2,9,24,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,2,10,12,other,other,0.927,True,0.0373,0.0357,0.927,0.0
40.69,-89.61,2,11,18,violent,violent,0.979,True,0.9792,0.0,0.0208,97.9
40.69,-89.61,2,12,18,violent,other,0.963,False,0.0,0.0371,0.9629,0.0
40.69,-89.61,3,1,14,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,3,2,25,other,violent,0.746,False,0.746,0.0,0.254,74.6
40.69,-89.61,3,3,45,violent,other,0.884,False,0.0397,0.0765,0.8837,0.0
40.69,-89.61,3,4,23,violent,violent,1.0,True,1.0,0.0,0.0,100.0
40.69,-89.61,3,5,21,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.61,3,6,39,other,other,0.726,True,0.2426,0.0313,0.7261,0.0
40.69,-89.61,3,7,65,violent,violent,1.0,True,1.0,0.0,0.0,100.0
40.69,-89.61,3,8,37,other,other,0.633,True,0.3672,0.0,0.6328,0.0
40.69,-89.61,3,9,20,violent,other,0.927,False,0.0373,0.0357,0.927,0.0
40.69,-89.61,3,10,23,violent,violent,0.979,True,0.9792,0.0,0.0208,97.9
40.69,-89.61,3,11,10,violent,violent,1.0,True,1.0,0.0,0.0,100.0
40.69,-89.61,3,12,17,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.6,0,1,20,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,2,30,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,3,30,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,4,20,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,5,24,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,6,22,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,7,41,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,8,30,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,9,39,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,0,10,35,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,0,11,22,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,0,12,28,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,1,1,62,violent,other,0.72,False,0.2805,0.0,0.7195,0.0
40.69,-89.6,1,2,47,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,1,3,23,other,other,0.992,True,0.0,0.0077,0.9923,0.0
40.69,-89.6,1,4,26,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,1,5,19,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,1,6,37,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,1,7,58,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,1,8,49,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,1,9,62,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,1,10,34,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.6,1,11,46,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,1,12,49,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.6,2,1,55,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,2,61,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,3,62,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,4,59,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,5,46,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,6,35,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,7,75,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,8,68,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,9,72,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,2,10,42,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,2,11,57,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,2,12,70,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,3,1,8,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,3,2,17,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,3,3,23,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,3,4,29,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,3,5,17,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,3,6,19,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,3,7,46,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.6,3,8,52,other,other,0.671,True,0.3286,0.0,0.6714,0.0
40.69,-89.6,3,9,44,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.6,3,10,14,other,other,0.964,True,0.0,0.0359,0.9641,0.0
40.69,-89.6,3,11,19,other,other,0.75,True,0.2504,0.0,0.7496,0.0
40.69,-89.6,3,12,24,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,1,49,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,2,48,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,3,36,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,4,23,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,5,65,other,other,0.974,True,0.0259,0.0,0.9741,0.0
40.69,-89.59,0,6,91,other,other,0.797,True,0.1924,0.0106,0.797,0.0
40.69,-89.59,0,7,103,other,other,0.737,True,0.2626,0.0,0.7374,0.0
40.69,-89.59,0,8,122,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,9,101,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,10,68,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,11,50,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,0,12,43,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,1,89,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,2,103,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,3,68,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,4,85,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,5,106,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,6,67,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,7,131,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,8,113,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,1,9,99,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.59,1,10,75,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.59,1,11,87,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.59,1,12,79,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.59,2,1,84,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,2,89,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,3,80,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,4,80,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,5,74,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,6,60,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,7,122,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,8,127,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,9,125,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,10,93,other,other,0.987,True,0.0,0.0126,0.9874,0.0
40.69,-89.59,2,11,105,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,2,12,76,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,1,17,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,2,29,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,3,46,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,4,34,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,5,27,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,6,20,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,7,96,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,8,49,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,9,54,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,10,10,violent,violent,0.812,True,0.8123,0.0,0.1877,81.2
40.69,-89.59,3,11,34,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.59,3,12,24,other,other,1.0,True,0.0,0.0,1.0,0.0
40.69,-89.58,0,9,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.58,1,3,4,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.69,-89.58,1,6,4,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.69,-89.58,2,3,3,other,other,0.964,True,0.0,0.0361,0.9639,0.0
40.69,-89.58,3,7,3,other,other,0.964,True,0.0,0.0359,0.9641,0.0
40.69,-89.58,3,8,3,violent,violent,0.983,True,0.9831,0.0,0.0169,98.3
40.7,-89.8,1,5,3,violent,violent,0.979,True,0.9792,0.0,0.0208,97.9
40.7,-89.8,2,5,4,other,other,0.75,True,0.2504,0.0,0.7496,0.0
40.7,-89.8,2,7,3,other,other,0.964,True,0.0,0.0362,0.9638,0.0
40.7,-89.8,3,11,4,violent,violent,0.979,True,0.9792,0.0,0.0208,97.9
40.7,-89.72,3,9,4,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.7,-89.71,0,7,3,violent,violent,0.979,True,0.9792,0.0,0.0208,97.9
40.7,-89.7,1,6,3,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.7,-89.7,1,10,4,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.7,-89.7,2,7,3,property,other,0.876,False,0.0,0.1242,0.8758,0.0
40.7,-89.69,0,2,3,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.7,-89.69,0,5,3,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.7,-89.69,1,1,4,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.7,-89.69,1,6,3,property,other,0.861,False,0.0,0.1389,0.8611,0.0
40.7,-89.69,1,7,4,other,other,0.671,True,0.3286,0.0,0.6714,0.0
40.7,-89.69,1,11,4,other,other,0.928,True,0.0,0.0723,0.9277,0.0
40.7,-89.69,2,1,3,other,other,0.876,True,0.0,0.1242,0.8758,0.0
40.7,-89.69,2,3,5,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.7,-89.69,2,5,3,other,other,0.963,True,0.0,0.0371,0.9629,0.0
40.7,-89.69,2,6,3,property,other,0.865,False,0.0,0.1354,0.8646,0.0
