lat_bin,lon_bin,time_slot,month,total_count,dominant_category,pred,conf,ok,p_other,p_property,p_violent,risk
33.42,-86.68,2,10,3,property,property,0.999812814739395,True,0.999812814739395,0.00018718526060490008,2.7360571897596296e-17,54.0
33.43,-86.93,0,11,3,property,property,0.9998128173038932,True,0.9998128173038932,0.00018718269610689864,2.7360384507746152e-17,54.0
33.43,-86.71000000000001,3,10,3,property,property,0.9998127425763389,True,0.9998127425763389,0.00018725742366109842,2.7365844381394772e-17,54.0
33.44,-86.93,3,2,3,property,property,0.9998128147172901,True,0.9998128147172901,0.000187185282709882,2.7360573512818724e-17,54.0
33.44,-86.72,3,10,4,property,property,0.999812749264733,True,0.999812749264733,0.00018725073526690373,2.736535574680448e-17,62.7
33.45,-86.9,2,9,3,property,property,0.999812814882449,True,0.999812814882449,0.00018718511755098016,2.7360561444569806e-17,54.0
33.45,-86.88,1,8,3,property,property,0.9998128147392924,True,0.9998128147392924,0.00018718526070749642,2.7360571905093186e-17,54.0
33.45,-86.88,1,9,4,property,property,0.9998128147392594,True,0.9998128147392594,0.00018718526074073567,2.7360571907522e-17,62.7
33.45,-86.88,1,10,6,property,property,0.9998128147555772,True,0.9998128147555772,0.00018718524442291117,2.7360570715170014e-17,75.9
33.45,-86.73,2,1,6,property,property,0.9998128147369221,True,0.9998128147369221,0.00018718526307785833,2.7360572078296698e-17,75.9
33.45,-86.73,2,2,5,property,property,0.9998128147368822,True,0.9998128147368822,0.00018718526311776578,2.7360572081212704e-17,69.9
33.45,-86.73,2,3,12,property,property,0.9998208862080116,True,0.9998208862080116,0.00017911379198845285,2.676428303072644e-17,100.0
33.45,-86.73,2,8,4,property,property,0.9998128147370933,True,0.9998128147370933,0.000187185262906731,2.7360572065792356e-17,62.7
33.45,-86.73,2,11,5,property,property,0.9998128149583704,True,0.9998128149583704,0.00018718504162952557,2.736055589694665e-17,69.9
33.45,-86.73,3,3,3,property,property,0.9998128147368058,True,0.9998128147368058,0.00018718526319410025,2.736057208679053e-17,54.0
33.46,-86.89,2,11,3,property,property,0.9998128147367705,True,0.9998128147367705,0.0001871852632295516,2.736057208938103e-17,54.0
33.46,-86.88,3,1,4,property,property,0.9998127484755746,True,0.9998127484755746,0.00018725152442549897,2.7365413400886304e-17,62.7
33.46,-86.87,1,3,3,violent,violent,0.9998130502002909,True,0.00018694979970922197,0.9998130502002909,2.7343361229934777e-17,54.0
33.46,-86.87,1,9,3,property,property,0.9998128147374831,True,0.9998128147374831,0.00018718526251706224,2.736057203731906e-17,54.0
33.46,-86.87,2,1,3,other,property,0.9427075822465245,False,0.9427075822465245,0.05729241775347518,4.648010198494742e-16,51.0
33.47,-86.88,1,10,3,property,property,0.999812762930346,True,0.999812762930346,0.00018723706965387686,2.736435734979155e-17,54.0
33.47,-86.88,2,9,3,property,property,0.9998128147369678,True,0.9998128147369678,0.00018718526303213045,2.7360572074955286e-17,54.0
33.47,-86.87,3,8,3,property,property,0.9998128147745818,True,0.9998128147745818,0.00018718522541810584,2.7360569326478723e-17,54.0
33.47,-86.87,3,9,3,violent,violent,0.9998128288284533,True,0.00018717117154667744,0.9998128288284533,2.735954238337251e-17,54.0
33.47,-86.86,2,12,3,property,property,0.9998128147363053,True,0.9998128147363053,0.00018718526369472941,2.7360572123371714e-17,54.0
33.47,-86.82000000000001,0,11,3,property,property,0.999812747725839,True,0.999812747725839,0.00018725227416110035,2.736546817470377e-17,54.0
33.47,-86.82000000000001,2,3,4,property,property,0.9998128149007202,True,0.9998128149007202,0.00018718509927992174,2.736056010949329e-17,62.7
