lat_bin,lon_bin,time_slot,month,total_count,dominant_category,dominance_gap,entropy,predicted_category,confidence_calibrated,correct,proba_other,proba_property,proba_violent,risk_score,city,confidence_tier
39.88,-75.23,0,7.0,22,property,0.8181818181818182,0.3046361187678678,property,0.8625,True,0.1025,0.8625,0.035,3.5,Philadelphia,high
39.88,-75.23,0,8.0,28,property,0.14285714285714285,0.6829081257408294,property,0.8589,True,0.1056,0.8589,0.0355,3.5,Philadelphia,high
39.88,-75.23,0,9.0,22,property,0.45454545454545453,0.5859526394408641,property,0.8606,True,0.1042,0.8606,0.0352,3.5,Philadelphia,high
39.88,-75.23,0,10.0,17,other,0.058823529411764705,0.6914160986489681,property,0.86,False,0.1047,0.86,0.0353,3.5,Philadelphia,high
39.88,-75.23,0,11.0,40,property,0.45,0.5881687984892878,property,0.8621,True,0.1029,0.8621,0.035,3.5,Philadelphia,high
39.88,-75.23,0,12.0,26,property,0.23076923076923078,0.6662784634716634,property,0.86,True,0.1046,0.86,0.0353,3.5,Philadelphia,high
39.88,-75.23,1,1.0,14,property,1.0,4.3446531758480495e-08,property,0.8571,True,0.1072,0.8571,0.0357,3.6,Philadelphia,high
39.88,-75.23,1,2.0,4,property,1.0,4.3446531758480495e-08,property,0.8504,True,0.1129,0.8504,0.0367,3.7,Philadelphia,high
39.88,-75.23,1,3.0,26,other,0.23076923076923078,0.6662784634716634,property,0.8622,False,0.1028,0.8622,0.035,3.5,Philadelphia,high
39.88,-75.23,1,4.0,24,other,0.6666666666666666,0.4505612301390093,property,0.8559,False,0.1082,0.8559,0.0359,3.6,Philadelphia,high
39.88,-75.23,1,5.0,16,other,0.5,0.5623351657797391,property,0.8437,False,0.1193,0.8437,0.037,3.7,Philadelphia,high
39.88,-75.23,1,6.0,18,property,0.3333333333333333,0.6365141893815645,property,0.8578,True,0.1065,0.8578,0.0356,3.6,Philadelphia,high
39.88,-75.23,1,7.0,6,property,0.3333333333333333,0.6365141893815645,property,0.8522,True,0.1114,0.8522,0.0365,3.6,Philadelphia,high
39.88,-75.23,1,8.0,6,other,0.3333333333333333,0.6365141893815645,property,0.7858,False,0.1737,0.7858,0.0405,4.0,Philadelphia,medium
39.88,-75.23,1,9.0,22,property,0.09090909090909091,0.6890092595109152,property,0.8596,True,0.105,0.8596,0.0354,3.5,Philadelphia,high
39.88,-75.23,1,10.0,20,other,0.1,0.6881388347487156,property,0.8621,False,0.1029,0.8621,0.035,3.5,Philadelphia,high
39.88,-75.23,1,11.0,24,other,0.08333333333333333,0.6896709493906217,property,0.8621,False,0.1029,0.8621,0.035,3.5,Philadelphia,high
39.88,-75.23,1,12.0,21,other,0.23809523809523808,0.6645284597136525,property,0.8549,False,0.1094,0.8549,0.0357,3.6,Philadelphia,high
39.88,-75.23,2,1.0,26,property,0.6153846153846154,0.6870920273799715,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,2.0,36,property,0.4444444444444444,0.5908422674080062,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,3.0,46,property,0.391304347826087,0.6145033414194907,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,4.0,32,property,0.4375,0.7774621319109287,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,5.0,36,property,0.5555555555555556,0.5297062202512142,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,6.0,60,property,0.6,0.5004024447610513,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,7.0,50,property,0.6,0.5004024447610513,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,8.0,46,property,0.7391304347826086,0.38721239652241396,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,9.0,64,property,0.84375,0.3708023580894879,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,10.0,88,property,0.7272727272727273,0.39830713513024285,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,11.0,42,property,0.6666666666666666,0.5940241655824705,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,2,12.0,63,property,0.6825396825396826,0.5458968069728012,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,1.0,42,property,0.7142857142857143,0.4101163396015584,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,2.0,30,property,0.7333333333333333,0.3926744885581436,property,0.8055,True,0.157,0.8055,0.0375,3.8,Philadelphia,high
39.88,-75.23,3,3.0,32,property,0.5,0.5623351657797391,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,4.0,42,property,0.8095238095238095,0.31449222269018423,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,5.0,32,property,0.875,0.23379168019593352,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,6.0,60,property,0.7,0.533961612789336,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,7.0,44,property,0.6363636363636364,0.47413933430696387,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,8.0,64,property,0.53125,0.6565276849329176,property,0.8483,True,0.1153,0.8483,0.0364,3.6,Philadelphia,high
39.88,-75.23,3,9.0,62,property,0.6774193548387096,0.44180336929147856,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,10.0,67,property,0.7313432835820896,0.49609935131442967,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.88,-75.23,3,11.0,46,property,0.391304347826087,0.6145033414194907,property,0.6676,True,0.2948,0.6676,0.0376,3.8,Philadelphia,medium
39.88,-75.23,3,12.0,65,property,0.5692307692307692,0.5210040621201415,property,0.8623,True,0.1027,0.8623,0.035,3.5,Philadelphia,high
39.89,-75.25,0,2.0,4,property,0.0,0.6931472015900639,property,0.8534,True,0.1104,0.8534,0.0363,3.6,Philadelphia,high
39.89,-75.25,0,3.0,6,other,1.0,4.34465315364359e-08,property,0.7127,False,0.248,0.7127,0.0393,3.9,Philadelphia,medium
39.89,-75.25,0,5.0,4,violent,0.0,0.6931472015900639,property,0.7907,False,0.1712,0.7907,0.0381,3.8,Philadelphia,medium
39.89,-75.25,0,6.0,4,property,0.0,0.6931472015900639,property,0.79,True,0.1716,0.79,0.0383,3.8,Philadelphia,medium
39.89,-75.25,0,8.0,10,other,0.4,0.9502705392332347,property,0.7911,False,0.134,0.7911,0.0749,7.5,Philadelphia,medium
39.89,-75.25,0,9.0,6,property,0.3333333333333333,0.6365141893815645,property,0.8013,True,0.16,0.8013,0.0386,3.9,Philadelphia,high
39.89,-75.25,0,10.0,6,property,1.0,4.3446531758480495e-08,property,0.8575,True,0.1068,0.8575,0.0357,3.6,Philadelphia,high
39.89,-75.25,0,12.0,3,property,0.3333333333333333,0.6365141893815645,property,0.8035,True,0.1392,0.8035,0.0573,5.7,Philadelphia,high
39.89,-75.25,1,11.0,3,other,1.0,4.34465315364359e-08,property,0.8559,False,0.1082,0.8559,0.0359,3.6,Philadelphia,high
39.89,-75.25,2,2.0,4,property,1.0,4.3446531758480495e-08,property,0.8638,True,0.1015,0.8638,0.0348,3.5,Philadelphia,high
39.89,-75.25,2,3.0,8,property,0.5,0.5623351657797391,property,0.8638,True,0.1015,0.8638,0.0348,3.5,Philadelphia,high
39.89,-75.25,2,4.0,8,property,0.5,0.5623351657797391,property,0.6586,True,0.3037,0.6586,0.0377,3.8,Philadelphia,medium
39.89,-75.25,2,5.0,6,property,1.0,4.3446531758480495e-08,property,0.8638,True,0.1015,0.8638,0.0348,3.5,Philadelphia,high
39.89,-75.25,2,6.0,6,property,1.0,4.3446531758480495e-08,property,0.8575,True,0.1068,0.8575,0.0357,3.6,Philadelphia,high
39.89,-75.25,2,8.0,6,property,0.3333333333333333,0.6365141893815645,property,0.8632,True,0.1019,0.8632,0.0348,3.5,Philadelphia,high
39.89,-75.25,2,9.0,4,property,1.0,4.3446531758480495e-08,property,0.8632,True,0.1019,0.8632,0.0348,3.5,Philadelphia,high
39.89,-75.25,2,10.0,7,property,1.0,4.3446531758480495e-08,property,0.8633,True,0.1019,0.8633,0.0348,3.5,Philadelphia,high
39.89,-75.25,2,11.0,8,property,0.75,0.3767701826029325,property,0.8633,True,0.1019,0.8633,0.0348,3.5,Philadelphia,high
39.89,-75.25,2,12.0,22,property,0.7272727272727273,0.39830713513024285,property,0.8638,True,0.1015,0.8638,0.0348,3.5,Philadelphia,high
39.89,-75.25,3,1.0,4,property,1.0,4.3446531758480495e-08,property,0.8605,True,0.1042,0.8605,0.0352,3.5,Philadelphia,high
39.89,-75.25,3,2.0,4,property,1.0,4.3446531758480495e-08,property,0.8605,True,0.1042,0.8605,0.0352,3.5,Philadelphia,high
39.89,-75.25,3,3.0,4,property,0.0,0.6931472015900639,property,0.6559,True,0.3066,0.6559,0.0376,3.8,Philadelphia,medium
39.89,-75.25,3,4.0,4,property,1.0,4.3446531758480495e-08,property,0.8638,True,0.1014,0.8638,0.0348,3.5,Philadelphia,high
39.89,-75.25,3,5.0,8,property,0.25,1.0397207708399179,property,0.8563,True,0.1078,0.8563,0.0358,3.6,Philadelphia,high
39.89,-75.25,3,6.0,8,property,0.0,0.6931472015900639,property,0.8506,True,0.1127,0.8506,0.0366,3.7,Philadelphia,high
39.89,-75.25,3,7.0,6,other,0.3333333333333333,0.6365141893815645,property,0.863,False,0.1021,0.863,0.0349,3.5,Philadelphia,high
39.89,-75.25,3,12.0,9,other,0.3333333333333333,0.6365141893815645,property,0.8551,False,0.1092,0.8551,0.0356,3.6,Philadelphia,high
39.89,-75.24,0,1.0,6,property,1.0,4.3446531758480495e-08,property,0.856,True,0.1081,0.856,0.0359,3.6,Philadelphia,high
39.89,-75.24,0,4.0,4,property,1.0,4.3446531758480495e-08,property,0.6619,True,0.3002,0.6619,0.0379,3.8,Philadelphia,medium
39.89,-75.24,0,8.0,4,property,1.0,4.3446531758480495e-08,property,0.8559,True,0.1082,0.8559,0.0359,3.6,Philadelphia,high
39.89,-75.24,0,10.0,6,property,0.3333333333333333,0.6365141893815645,property,0.8425,True,0.1205,0.8425,0.037,3.7,Philadelphia,high
39.89,-75.24,0,11.0,10,property,0.2,0.6730116880595106,property,0.8583,True,0.1061,0.8583,0.0356,3.6,Philadelphia,high
39.89,-75.24,0,12.0,3,property,1.0,4.3446531758480495e-08,property,0.8602,True,0.1045,0.8602,0.0353,3.5,Philadelphia,high
39.89,-75.24,1,4.0,4,property,1.0,4.3446531758480495e-08,property,0.8562,True,0.1079,0.8562,0.0359,3.6,Philadelphia,high
39.89,-75.24,1,5.0,6,property,0.3333333333333333,0.6365141893815645,property,0.8562,True,0.1079,0.8562,0.0359,3.6,Philadelphia,high
39.89,-75.24,1,6.0,4,property,0.0,0.6931472015900639,property,0.8495,True,0.1137,0.8495,0.0368,3.7,Philadelphia,high
39.89,-75.24,1,7.0,4,violent,0.0,0.6931472015900639,property,0.8559,False,0.1082,0.8559,0.0359,3.6,Philadelphia,high
39.89,-75.24,1,9.0,4,property,1.0,4.3446531758480495e-08,property,0.8559,True,0.1082,0.8559,0.0359,3.6,Philadelphia,high
39.89,-75.24,1,12.0,4,property,1.0,4.3446531758480495e-08,property,0.8562,True,0.1079,0.8562,0.0359,3.6,Philadelphia,high
39.89,-75.24,2,5.0,4,property,0.0,0.6931472015900639,property,0.7902,True,0.1354,0.7902,0.0744,7.4,Philadelphia,medium
39.89,-75.24,2,11.0,8,property,0.5,0.562335165779739,property,0.856,True,0.1081,0.856,0.0359,3.6,Philadelphia,high
39.89,-75.24,2,12.0,3,property,1.0,4.3446531758480495e-08,property,0.8571,True,0.1072,0.8571,0.0357,3.6,Philadelphia,high
39.89,-75.24,3,1.0,4,property,1.0,4.3446531758480495e-08,property,0.8605,True,0.1043,0.8605,0.0353,3.5,Philadelphia,high
39.89,-75.24,3,4.0,4,property,1.0,4.3446531758480495e-08,property,0.8571,True,0.1072,0.8571,0.0357,3.6,Philadelphia,high
39.89,-75.24,3,5.0,6,property,0.3333333333333333,0.6365141893815645,property,0.863,True,0.1021,0.863,0.0349,3.5,Philadelphia,high
39.89,-75.24,3,7.0,6,property,0.3333333333333333,0.6365141893815645,property,0.6569,True,0.3055,0.6569,0.0376,3.8,Philadelphia,medium
39.89,-75.24,3,10.0,6,property,1.0,4.3446531758480495e-08,property,0.8603,True,0.1044,0.8603,0.0353,3.5,Philadelphia,high
39.89,-75.24,3,11.0,5,property,0.0,1.0549201679861442,property,0.8622,True,0.1028,0.8622,0.035,3.5,Philadelphia,high
39.89,-75.24,3,12.0,7,property,1.0,4.3446531758480495e-08,property,0.8609,True,0.1039,0.8609,0.0352,3.5,Philadelphia,high
39.89,-75.23,0,1.0,6,property,1.0,4.3446531758480495e-08,property,0.8555,True,0.1085,0.8555,0.036,3.6,Philadelphia,high
39.89,-75.23,0,5.0,4,property,1.0,4.3446531758480495e-08,property,0.8558,True,0.1083,0.8558,0.0359,3.6,Philadelphia,high
39.89,-75.23,0,7.0,4,other,1.0,4.34465315364359e-08,property,0.8571,False,0.1072,0.8571,0.0357,3.6,Philadelphia,high
39.89,-75.23,0,10.0,10,property,0.2,0.6730116880595106,property,0.8502,True,0.1138,0.8502,0.036,3.6,Philadelphia,high
39.89,-75.23,0,11.0,8,property,0.75,0.3767701826029325,property,0.8606,True,0.1042,0.8606,0.0352,3.5,Philadelphia,high
39.89,-75.23,0,12.0,4,property,1.0,4.3446531758480495e-08,property,0.8555,True,0.1085,0.8555,0.036,3.6,Philadelphia,high
39.89,-75.23,1,11.0,5,property,0.2,0.6730116880595106,property,0.6453,True,0.3177,0.6453,0.0369,3.7,Philadelphia,medium
39.89,-75.23,1,12.0,3,other,0.3333333333333333,0.6365141893815645,property,0.8505,False,0.1129,0.8505,0.0367,3.7,Philadelphia,high
39.89,-75.23,2,1.0,12,property,1.0,4.3446531758480495e-08,property,0.858,True,0.1064,0.858,0.0356,3.6,Philadelphia,high
39.89,-75.23,2,2.0,4,property,1.0,4.3446531758480495e-08,property,0.8647,True,0.1007,0.8647,0.0347,3.5,Philadelphia,high
39.89,-75.23,2,4.0,4,property,1.0,4.3446531758480495e-08,property,0.8615,True,0.1034,0.8615,0.0351,3.5,Philadelphia,high
39.89,-75.23,2,6.0,4,property,0.0,0.6931472015900639,property,0.8514,True,0.112,0.8514,0.0365,3.7,Philadelphia,high
39.89,-75.23,2,10.0,10,property,1.0,4.3446531758480495e-08,property,0.8646,True,0.1007,0.8646,0.0347,3.5,Philadelphia,high
39.89,-75.23,2,11.0,11,property,0.45454545454545453,0.9075352941050092,property,0.8646,True,0.1007,0.8646,0.0347,3.5,Philadelphia,high
39.89,-75.23,2,12.0,9,property,0.5555555555555556,0.5297062202512142,property,0.8172,True,0.1351,0.8172,0.0478,4.8,Philadelphia,high
39.89,-75.23,3,1.0,6,property,1.0,4.3446531758480495e-08,property,0.8647,True,0.1007,0.8647,0.0347,3.5,Philadelphia,high
39.89,-75.23,3,3.0,4,property,0.0,0.6931472015900639,property,0.8514,True,0.112,0.8514,0.0365,3.7,Philadelphia,high
39.89,-75.23,3,5.0,4,property,0.0,0.6931472015900639,property,0.8558,True,0.1083,0.8558,0.0359,3.6,Philadelphia,high
39.89,-75.23,3,6.0,4,property,0.0,0.6931472015900639,property,0.8626,True,0.1025,0.8626,0.035,3.5,Philadelphia,high
39.89,-75.23,3,7.0,4,property,1.0,4.3446531758480495e-08,property,0.8646,True,0.1007,0.8646,0.0347,3.5,Philadelphia,high
39.89,-75.23,3,8.0,6,property,0.3333333333333333,0.6365141893815645,property,0.8646,True,0.1007,0.8646,0.0347,3.5,Philadelphia,high
39.89,-75.23,3,9.0,4,property,1.0,4.3446531758480495e-08,property,0.8646,True,0.1007,0.8646,0.0347,3.5,Philadelphia,high
39.89,-75.23,3,11.0,8,property,1.0,4.3446531758480495e-08,property,0.8646,True,0.1007,0.8646,0.0347,3.5,Philadelphia,high
39.89,-75.23,3,12.0,4,property,1.0,4.3446531758480495e-08,property,0.858,True,0.1064,0.858,0.0356,3.6,Philadelphia,high
39.89,-75.19,3,11.0,3,other,0.3333333333333333,0.6365141893815645,property,0.8581,False,0.1063,0.8581,0.0356,3.6,Philadelphia,high
39.9,-75.25,0,2.0,4,property,0.0,0.6931472015900639,property,0.791,True,0.1595,0.791,0.0495,5.0,Philadelphia,medium
39.9,-75.25,0,4.0,8,property,0.5,0.562335165779739,property,0.6256,True,0.3386,0.6256,0.0358,3.6,Philadelphia,medium
39.9,-75.25,0,5.0,4,other,1.0,4.34465315364359e-08,property,0.8597,False,0.1049,0.8597,0.0354,3.5,Philadelphia,high
39.9,-75.25,0,6.0,4,property,0.0,0.6931472015900639,property,0.6218,True,0.3426,0.6218,0.0356,3.6,Philadelphia,medium
39.9,-75.25,0,7.0,8,violent,0.0,0.6931472015900639,property,0.6335,False,0.3308,0.6335,0.0357,3.6,Philadelphia,medium
39.9,-75.25,0,8.0,10,property,0.2,0.6730116880595106,property,0.7805,True,0.183,0.7805,0.0365,3.6,Philadelphia,medium
39.9,-75.25,0,9.0,8,other,0.5,0.5623351657797391,property,0.8631,False,0.102,0.8631,0.0349,3.5,Philadelphia,high
39.9,-75.25,0,10.0,9,property,0.1111111111111111,0.6869615976336276,property,0.6243,True,0.3399,0.6243,0.0357,3.6,Philadelphia,medium
39.9,-75.25,0,11.0,6,property,0.6666666666666666,0.4505612301390093,property,0.8638,True,0.1014,0.8638,0.0348,3.5,Philadelphia,high
39.9,-75.25,0,12.0,13,property,0.15384615384615385,1.0579054247036734,property,0.624,True,0.3403,0.624,0.0357,3.6,Philadelphia,medium
39.9,-75.25,1,1.0,4,other,1.0,4.34465315364359e-08,property,0.8649,False,0.1005,0.8649,0.0346,3.5,Philadelphia,high
39.9,-75.25,1,2.0,6,other,0.3333333333333333,0.6365141893815645,property,0.8648,False,0.1006,0.8648,0.0346,3.5,Philadelphia,high
39.9,-75.25,1,5.0,4,property,1.0,4.3446531758480495e-08,property,0.8591,True,0.1054,0.8591,0.0354,3.5,Philadelphia,high
39.9,-75.25,1,8.0,6,property,1.0,4.3446531758480495e-08,property,0.8646,True,0.1007,0.8646,0.0347,3.5,Philadelphia,high
39.9,-75.25,1,9.0,6,property,0.3333333333333333,0.6365141893815645,property,0.8645,True,0.1008,0.8645,0.0347,3.5,Philadelphia,high
39.9,-75.25,1,11.0,7,property,0.7142857142857143,0.4101163396015586,property,0.8645,True,0.1008,0.8645,0.0347,3.5,Philadelphia,high
39.9,-75.25,2,1.0,6,property,0.3333333333333333,0.6365141893815645,property,0.8649,True,0.1005,0.8649,0.0346,3.5,Philadelphia,high
39.9,-75.25,2,2.0,10,property,0.6,0.5004024447610513,property,0.8656,True,0.0999,0.8656,0.0345,3.5,Philadelphia,high
39.9,-75.25,2,3.0,16,property,0.25,0.6615632592196847,property,0.8161,True,0.1478,0.8161,0.0362,3.6,Philadelphia,high
39.9,-75.25,2,4.0,6,property,1.0,4.3446531758480495e-08,property,0.8189,True,0.1444,0.8189,0.0367,3.7,Philadelphia,high
39.9,-75.25,2,5.0,16,other,0.25,0.6615632592196847,property,0.8656,False,0.0999,0.8656,0.0345,3.5,Philadelphia,high
39.9,-75.25,2,6.0,18,property,0.7777777777777778,0.34883211721746554,property,0.8654,True,0.1001,0.8654,0.0345,3.5,Philadelphia,high
39.9,-75.25,2,7.0,6,other,0.3333333333333333,0.6365141893815645,property,0.8646,False,0.1007,0.8646,0.0346,3.5,Philadelphia,high
39.9,-75.25,2,8.0,8,property,0.0,0.6931472015900639,property,0.8652,True,0.1003,0.8652,0.0346,3.5,Philadelphia,high
39.9,-75.25,2,9.0,18,property,0.6666666666666666,0.6837389058487535,property,0.864,True,0.1012,0.864,0.0347,3.5,Philadelphia,high
39.9,-75.25,2,10.0,28,property,0.39285714285714285,0.7400661909751662,property,0.8649,True,0.1005,0.8649,0.0346,3.5,Philadelphia,high
39.9,-75.25,2,11.0,17,other,0.11764705882352941,0.868719682914265,property,0.8653,False,0.1001,0.8653,0.0345,3.5,Philadelphia,high
39.9,-75.25,2,12.0,24,other,0.08333333333333333,0.9184277849930977,property,0.8656,False,0.0999,0.8656,0.0345,3.5,Philadelphia,high
39.9,-75.25,3,1.0,4,property,1.0,4.3446531758480495e-08,property,0.8656,True,0.0999,0.8656,0.0345,3.5,Philadelphia,high
39.9,-75.25,3,2.0,8,other,0.5,0.5623351657797391,property,0.8629,False,0.1023,0.8629,0.0348,3.5,Philadelphia,high
39.9,-75.25,3,3.0,10,property,0.6,0.5004024447610513,property,0.8597,True,0.1057,0.8597,0.0347,3.5,Philadelphia,high
39.9,-75.25,3,4.0,8,property,0.5,0.562335165779739,property,0.8656,True,0.0999,0.8656,0.0345,3.5,Philadelphia,high
39.9,-75.25,3,5.0,14,property,0.2857142857142857,0.9556998911125343,property,0.8629,True,0.1023,0.8629,0.0348,3.5,Philadelphia,high
39.9,-75.25,3,6.0,10,property,0.6,0.5004024447610513,property,0.8312,True,0.1281,0.8312,0.0408,4.1,Philadelphia,high
39.9,-75.25,3,7.0,16,violent,0.25,1.0397207708399179,property,0.7866,False,0.1697,0.7866,0.0436,4.4,Philadelphia,medium
39.9,-75.25,3,8.0,14,property,0.14285714285714285,0.6829081257408294,property,0.8653,True,0.1001,0.8653,0.0345,3.5,Philadelphia,high
39.9,-75.25,3,9.0,10,violent,0.0,1.0549201679861442,property,0.8649,False,0.1005,0.8649,0.0346,3.5,Philadelphia,high
39.9,-75.25,3,10.0,12,property,0.6666666666666666,0.4505612301390093,property,0.8652,True,0.1003,0.8652,0.0346,3.5,Philadelphia,high
39.9,-75.25,3,11.0,15,property,1.0,4.3446531758480495e-08,property,0.7873,True,0.1758,0.7873,0.0369,3.7,Philadelphia,medium
