city,datetime,hour,month,weekday,crime_category,latitude,longitude
Cambridge,2023-07-08 14:00:00,14,7,5,property,52.239051,0.154323
Cambridge,2023-07-21 06:00:00,6,7,4,property,52.192245,0.134706
Cambridge,2023-07-02 05:00:00,5,7,6,property,52.192245,0.134706
Cambridge,2023-07-05 00:00:00,0,7,2,property,52.206311,0.121593
Cambridge,2023-07-06 13:00:00,13,7,3,property,52.227778,0.151727
Cambridge,2023-07-12 00:00:00,0,7,2,property,52.204215,0.121172
Cambridge,2023-07-18 05:00:00,5,7,1,property,52.218365,0.116312
Cambridge,2023-07-22 17:00:00,17,7,5,property,52.215823,0.11016
Cambridge,2023-07-22 16:00:00,16,7,5,property,52.193225,0.136216
Cambridge,2023-07-01 01:00:00,1,7,5,property,52.219596,0.113867
Cambridge,2023-07-17 07:00:00,7,7,0,property,52.187351,0.175684
Cambridge,2023-07-11 20:00:00,20,7,1,property,52.231336,0.114586
Cambridge,2023-07-10 22:00:00,22,7,0,property,52.200443,0.134338
Cambridge,2023-07-19 22:00:00,22,7,2,property,52.205753,0.147984
Cambridge,2023-07-14 01:00:00,1,7,4,property,52.204617,0.144183
Cambridge,2023-07-26 15:00:00,15,7,2,property,52.207966,0.118072
Cambridge,2023-07-10 03:00:00,3,7,0,property,52.218028,0.08627
Cambridge,2023-07-15 01:00:00,1,7,5,property,52.207489,0.1321
Cambridge,2023-07-28 22:00:00,22,7,4,property,52.192415,0.175141
Cambridge,2023-07-19 04:00:00,4,7,2,property,52.203355,0.133453
Cambridge,2023-07-04 16:00:00,16,7,1,property,52.205594,0.133429
Cambridge,2023-07-02 01:00:00,1,7,6,property,52.238214,0.156333
Cambridge,2023-07-09 21:00:00,21,7,6,property,52.206907,0.130462
Cambridge,2023-07-10 13:00:00,13,7,0,property,52.190567,0.137011
Cambridge,2023-07-28 19:00:00,19,7,4,property,52.19609,0.155683
Cambridge,2023-07-11 06:00:00,6,7,1,property,52.192245,0.134706
Cambridge,2023-07-14 14:00:00,14,7,4,property,52.184731,0.177312
Cambridge,2023-07-07 17:00:00,17,7,4,property,52.203011,0.125622
Cambridge,2023-07-23 12:00:00,12,7,6,property,52.206239,0.138553
Cambridge,2023-07-15 11:00:00,11,7,5,property,52.20641,0.144986
Cambridge,2023-07-22 01:00:00,1,7,5,property,52.20906,0.121754
Cambridge,2023-07-19 11:00:00,11,7,2,violent,52.205396,0.13642
Cambridge,2023-07-22 05:00:00,5,7,5,violent,52.175341,0.141605
Cambridge,2023-07-15 23:00:00,23,7,5,violent,52.232806,0.135788
Cambridge,2023-07-28 00:00:00,0,7,4,violent,52.221363,0.143028
Cambridge,2023-07-24 20:00:00,20,7,0,violent,52.181162,0.117544
Cambridge,2023-07-08 00:00:00,0,7,5,violent,52.205594,0.133429
Cambridge,2023-07-11 14:00:00,14,7,1,violent,52.20082,0.12941
Cambridge,2023-07-09 15:00:00,15,7,6,violent,52.210003,0.165857
Cambridge,2023-07-15 21:00:00,21,7,5,violent,52.203247,0.130463
Cambridge,2023-07-01 06:00:00,6,7,5,violent,52.205396,0.13642
Cambridge,2023-07-01 21:00:00,21,7,5,violent,52.223028,0.112522
Cambridge,2023-07-19 13:00:00,13,7,2,violent,52.206447,0.120517
Cambridge,2023-07-03 18:00:00,18,7,0,violent,52.204017,0.152906
Cambridge,2023-07-10 23:00:00,23,7,0,violent,52.205396,0.13642
Cambridge,2023-07-08 18:00:00,18,7,5,violent,52.20533,0.12364
Cambridge,2023-07-15 22:00:00,22,7,5,violent,52.204372,0.119408
Cambridge,2023-07-10 12:00:00,12,7,0,violent,52.202367,0.152168
Cambridge,2023-07-01 20:00:00,20,7,5,public_order,52.213211,0.147773
Cambridge,2023-07-18 11:00:00,11,7,1,public_order,52.205386,0.124037
Cambridge,2023-07-02 00:00:00,0,7,6,public_order,52.20533,0.12364
Cambridge,2023-07-19 11:00:00,11,7,2,public_order,52.20199,0.13151
Cambridge,2023-07-13 03:00:00,3,7,3,public_order,52.196817,0.146895
Cambridge,2023-07-22 14:00:00,14,7,5,public_order,52.204617,0.144183
Cambridge,2023-07-01 15:00:00,15,7,5,public_order,52.220094,0.152
Cambridge,2023-07-02 14:00:00,14,7,6,public_order,52.213211,0.147773
Cambridge,2023-07-16 07:00:00,7,7,6,public_order,52.210003,0.165857
Cambridge,2023-07-15 18:00:00,18,7,5,public_order,52.204812,0.121976
Cambridge,2023-07-13 14:00:00,14,7,3,public_order,52.236114,0.109335
Cambridge,2023-07-16 17:00:00,17,7,6,public_order,52.231577,0.122183
Cambridge,2023-07-17 10:00:00,10,7,0,public_order,52.22219,0.118148
Cambridge,2023-07-21 08:00:00,8,7,4,public_order,52.220209,0.143177
Cambridge,2023-07-07 00:00:00,0,7,4,public_order,52.214705,0.124822
Cambridge,2023-07-24 08:00:00,8,7,0,public_order,52.175341,0.141605
Cambridge,2023-07-26 22:00:00,22,7,2,public_order,52.175341,0.141605
Cambridge,2023-07-17 11:00:00,11,7,0,public_order,52.22219,0.118148
Cambridge,2023-07-07 01:00:00,1,7,4,public_order,52.230579,0.132166
Cambridge,2023-07-13 10:00:00,10,7,3,public_order,52.214705,0.124822
Cambridge,2023-07-05 20:00:00,20,7,2,public_order,52.22601,0.153501
Cambridge,2023-07-26 13:00:00,13,7,2,public_order,52.200467,0.160725
Cambridge,2023-07-17 01:00:00,1,7,0,public_order,52.204696,0.136357
Cambridge,2023-07-03 14:00:00,14,7,0,public_order,52.226817,0.12137
Cambridge,2023-07-07 20:00:00,20,7,4,public_order,52.22505,0.127114
Cambridge,2023-07-26 22:00:00,22,7,2,public_order,52.206455,0.121103
Cambridge,2023-07-17 20:00:00,20,7,0,public_order,52.213857,0.164083
Cambridge,2023-07-07 17:00:00,17,7,4,public_order,52.186843,0.18808
Cambridge,2023-07-21 13:00:00,13,7,4,public_order,52.19676,0.129172
Cambridge,2023-07-01 20:00:00,20,7,5,public_order,52.214478,0.137909
Cambridge,2023-07-17 11:00:00,11,7,0,public_order,52.21018,0.117957
Cambridge,2023-07-17 09:00:00,9,7,0,public_order,52.172825,0.115086
Cambridge,2023-07-11 13:00:00,13,7,1,public_order,52.175341,0.141605
Cambridge,2023-07-25 21:00:00,21,7,1,public_order,52.187422,0.162067
Cambridge,2023-07-27 14:00:00,14,7,3,public_order,52.234435,0.121236
Cambridge,2023-07-03 04:00:00,4,7,0,public_order,52.226817,0.12137
Cambridge,2023-07-15 01:00:00,1,7,5,public_order,52.166404,0.124666
Cambridge,2023-07-21 21:00:00,21,7,4,public_order,52.220584,0.136387
Cambridge,2023-07-11 05:00:00,5,7,1,public_order,52.220294,0.111339
Cambridge,2023-07-26 11:00:00,11,7,2,public_order,52.217598,0.111957
Cambridge,2023-07-28 01:00:00,1,7,4,public_order,52.203523,0.124124
Cambridge,2023-07-16 03:00:00,3,7,6,public_order,52.187351,0.175684
Cambridge,2023-07-25 06:00:00,6,7,1,public_order,52.220294,0.111339
Cambridge,2023-07-22 15:00:00,15,7,5,public_order,52.214399,0.129825
Cambridge,2023-07-28 00:00:00,0,7,4,public_order,52.230053,0.122901
Cambridge,2023-07-09 00:00:00,0,7,6,public_order,52.181205,0.125138
Cambridge,2023-07-24 13:00:00,13,7,0,public_order,52.175325,0.116111
Cambridge,2023-07-24 10:00:00,10,7,0,public_order,52.224961,0.119583
Cambridge,2023-07-01 11:00:00,11,7,5,public_order,52.189096,0.135331
Cambridge,2023-07-25 10:00:00,10,7,1,public_order,52.22219,0.118148
Cambridge,2023-07-22 05:00:00,5,7,5,public_order,52.202367,0.152168
Cambridge,2023-07-16 22:00:00,22,7,6,public_order,52.190226,0.165568
Cambridge,2023-07-09 11:00:00,11,7,6,public_order,52.208553,0.131887
Cambridge,2023-07-19 20:00:00,20,7,2,public_order,52.217287,0.140211
Cambridge,2023-07-12 11:00:00,11,7,2,public_order,52.213238,0.163042
Cambridge,2023-07-19 09:00:00,9,7,2,public_order,52.20614,0.140056
Cambridge,2023-07-22 07:00:00,7,7,5,public_order,52.190061,0.141595
Cambridge,2023-07-09 19:00:00,19,7,6,public_order,52.172825,0.115086
Cambridge,2023-07-07 18:00:00,18,7,4,public_order,52.22505,0.127114
Cambridge,2023-07-14 06:00:00,6,7,4,public_order,52.20199,0.13151
Cambridge,2023-07-19 13:00:00,13,7,2,public_order,52.172825,0.115086
Cambridge,2023-07-19 03:00:00,3,7,2,public_order,52.211711,0.147203
Cambridge,2023-07-02 00:00:00,0,7,6,public_order,52.22505,0.127114
Cambridge,2023-07-09 07:00:00,7,7,6,public_order,52.205622,0.118912
Cambridge,2023-07-13 04:00:00,4,7,3,public_order,52.200939,0.125816
Cambridge,2023-07-15 07:00:00,7,7,5,public_order,52.231282,0.128583
Cambridge,2023-07-03 07:00:00,7,7,0,public_order,52.233143,0.08629
Cambridge,2023-07-11 20:00:00,20,7,1,public_order,52.20614,0.140056
Cambridge,2023-07-21 23:00:00,23,7,4,public_order,52.194644,0.134338
Cambridge,2023-07-14 06:00:00,6,7,4,public_order,52.209787,0.168291
Cambridge,2023-07-25 18:00:00,18,7,1,public_order,52.214705,0.124822
Cambridge,2023-07-08 03:00:00,3,7,5,public_order,52.189719,0.154468
Cambridge,2023-07-18 22:00:00,22,7,1,public_order,52.22505,0.127114
Cambridge,2023-07-19 19:00:00,19,7,2,public_order,52.224961,0.119583
Cambridge,2023-07-16 05:00:00,5,7,6,public_order,52.190226,0.165568
Cambridge,2023-07-02 11:00:00,11,7,6,public_order,52.203523,0.124124
Cambridge,2023-07-08 17:00:00,17,7,5,public_order,52.190226,0.165568
Cambridge,2023-07-22 11:00:00,11,7,5,public_order,52.217598,0.111957
Cambridge,2023-07-06 17:00:00,17,7,3,public_order,52.209787,0.145932
Cambridge,2023-07-12 02:00:00,2,7,2,public_order,52.203247,0.130463
Cambridge,2023-07-15 09:00:00,9,7,5,public_order,52.213238,0.163042
Cambridge,2023-07-25 06:00:00,6,7,1,public_order,52.220294,0.111339
Cambridge,2023-07-08 02:00:00,2,7,5,public_order,52.201421,0.125173
Cambridge,2023-07-04 18:00:00,18,7,1,public_order,52.206455,0.121103
Cambridge,2023-07-15 12:00:00,12,7,5,public_order,52.197608,0.145426
Cambridge,2023-07-28 03:00:00,3,7,4,public_order,52.234435,0.121236
Cambridge,2023-07-20 09:00:00,9,7,3,public_order,52.187422,0.162067
Cambridge,2023-07-25 05:00:00,5,7,1,public_order,52.227356,0.119902
Cambridge,2023-07-17 00:00:00,0,7,0,public_order,52.214999,0.127497
Cambridge,2023-07-13 05:00:00,5,7,3,public_order,52.206593,0.133474
Cambridge,2023-07-18 07:00:00,7,7,1,public_order,52.197608,0.145426
Cambridge,2023-07-02 14:00:00,14,7,6,public_order,52.189719,0.154468
Cambridge,2023-07-13 07:00:00,7,7,3,public_order,52.232481,0.127894
Cambridge,2023-07-13 21:00:00,21,7,3,public_order,52.208553,0.131887
Cambridge,2023-07-22 05:00:00,5,7,5,public_order,52.194644,0.134338
Cambridge,2023-07-15 18:00:00,18,7,5,public_order,52.197608,0.145426
Cambridge,2023-07-20 13:00:00,13,7,3,public_order,52.193262,0.136745
Cambridge,2023-07-27 01:00:00,1,7,3,public_order,52.219264,0.132298
Cambridge,2023-07-10 06:00:00,6,7,0,public_order,52.208141,0.129804
Cambridge,2023-07-03 07:00:00,7,7,0,public_order,52.204911,0.132942
Cambridge,2023-07-19 09:00:00,9,7,2,public_order,52.184731,0.177312
Cambridge,2023-07-03 12:00:00,12,7,0,public_order,52.229184,0.11523
Cambridge,2023-07-22 21:00:00,21,7,5,public_order,52.175325,0.116111
Cambridge,2023-07-14 20:00:00,20,7,4,public_order,52.19676,0.129172
Cambridge,2023-07-08 19:00:00,19,7,5,public_order,52.20533,0.12364
Cambridge,2023-07-27 00:00:00,0,7,3,public_order,52.233143,0.08629
Cambridge,2023-07-23 08:00:00,8,7,6,public_order,52.209068,0.158976
Cambridge,2023-07-04 09:00:00,9,7,1,public_order,52.185629,0.185197
Cambridge,2023-07-27 19:00:00,19,7,3,public_order,52.214012,0.154634
Cambridge,2023-07-28 01:00:00,1,7,4,public_order,52.205917,0.145402
Cambridge,2023-07-20 19:00:00,19,7,3,public_order,52.205396,0.13642
Cambridge,2023-07-11 10:00:00,10,7,1,public_order,52.193225,0.136216
Cambridge,2023-07-26 04:00:00,4,7,2,public_order,52.205544,0.126738
Cambridge,2023-07-11 17:00:00,17,7,1,public_order,52.213011,0.167072
Cambridge,2023-07-27 06:00:00,6,7,3,public_order,52.227077,0.145491
Cambridge,2023-07-11 02:00:00,2,7,1,public_order,52.208013,0.160593
Cambridge,2023-07-02 15:00:00,15,7,6,public_order,52.207382,0.124074
Cambridge,2023-07-17 14:00:00,14,7,0,public_order,52.16629,0.123476
Cambridge,2023-07-09 07:00:00,7,7,6,public_order,52.196102,0.151558
Cambridge,2023-07-28 19:00:00,19,7,4,public_order,52.189691,0.173618
Cambridge,2023-07-28 04:00:00,4,7,4,public_order,52.185163,0.152814
Cambridge,2023-07-02 02:00:00,2,7,6,public_order,52.223014,0.118817
Cambridge,2023-07-24 04:00:00,4,7,0,public_order,52.206311,0.121593
Cambridge,2023-07-15 08:00:00,8,7,5,public_order,52.169079,0.102814
Cambridge,2023-07-16 15:00:00,15,7,6,public_order,52.163979,0.121465
Cambridge,2023-07-25 13:00:00,13,7,1,public_order,52.231891,0.132834
Cambridge,2023-07-04 17:00:00,17,7,1,public_order,52.209787,0.145932
Cambridge,2023-07-08 06:00:00,6,7,5,public_order,52.220584,0.136387
Cambridge,2023-07-09 14:00:00,14,7,6,public_order,52.215335,0.112274
Cambridge,2023-07-26 07:00:00,7,7,2,public_order,52.208907,0.118234
Cambridge,2023-07-26 02:00:00,2,7,2,public_order,52.166404,0.124666
Cambridge,2023-07-05 10:00:00,10,7,2,public_order,52.204536,0.117821
Cambridge,2023-07-16 19:00:00,19,7,6,public_order,52.205622,0.118912
Cambridge,2023-07-13 17:00:00,17,7,3,public_order,52.221665,0.156556
Cambridge,2023-07-07 14:00:00,14,7,4,public_order,52.204372,0.119408
Cambridge,2023-07-26 09:00:00,9,7,2,public_order,52.192736,0.183073
Cambridge,2023-07-20 02:00:00,2,7,3,public_order,52.183972,0.178006
Cambridge,2023-07-17 14:00:00,14,7,0,public_order,52.213238,0.163042
Cambridge,2023-07-03 22:00:00,22,7,0,public_order,52.223014,0.118817
Cambridge,2023-07-05 05:00:00,5,7,2,public_order,52.20082,0.12941
Cambridge,2023-07-19 10:00:00,10,7,2,public_order,52.207067,0.129548
Cambridge,2023-07-12 10:00:00,10,7,2,public_order,52.201889,0.133456
Cambridge,2023-07-27 18:00:00,18,7,3,public_order,52.176283,0.112807
Cambridge,2023-07-07 22:00:00,22,7,4,public_order,52.221035,0.108343
Cambridge,2023-07-28 02:00:00,2,7,4,public_order,52.194329,0.143776
Cambridge,2023-07-09 12:00:00,12,7,6,public_order,52.207067,0.129548
Cambridge,2023-07-28 21:00:00,21,7,4,public_order,52.234858,0.117726
Cambridge,2023-07-06 07:00:00,7,7,3,public_order,52.213011,0.167072
Cambridge,2023-07-26 20:00:00,20,7,2,public_order,52.196386,0.198587
Cambridge,2023-07-17 10:00:00,10,7,0,violent,52.229139,0.123238
Cambridge,2023-07-16 10:00:00,10,7,6,violent,52.223718,0.151487
Cambridge,2023-07-23 12:00:00,12,7,6,violent,52.155095,0.137431
Cambridge,2023-07-03 02:00:00,2,7,0,violent,52.19644,0.134468
Cambridge,2023-07-21 05:00:00,5,7,4,violent,52.213326,0.143944
Cambridge,2023-07-26 23:00:00,23,7,2,violent,52.175325,0.116111
Cambridge,2023-07-04 09:00:00,9,7,1,violent,52.226546,0.122397
Cambridge,2023-07-10 18:00:00,18,7,0,violent,52.213319,0.115911
Cambridge,2023-07-05 11:00:00,11,7,2,violent,52.167885,0.109777
Cambridge,2023-07-21 13:00:00,13,7,4,violent,52.219264,0.132298
Cambridge,2023-07-22 10:00:00,10,7,5,violent,52.203523,0.124124
Cambridge,2023-07-10 20:00:00,20,7,0,violent,52.20199,0.13151
Cambridge,2023-07-12 09:00:00,9,7,2,violent,52.227077,0.145491
Cambridge,2023-07-10 02:00:00,2,7,0,violent,52.22122,0.157764
Cambridge,2023-07-13 12:00:00,12,7,3,property,52.205622,0.118912
Cambridge,2023-07-11 17:00:00,17,7,1,property,52.205917,0.145402
Cambridge,2023-07-22 12:00:00,12,7,5,property,52.227077,0.145491
Cambridge,2023-07-16 23:00:00,23,7,6,property,52.227077,0.145491
Cambridge,2023-07-08 13:00:00,13,7,5,property,52.227077,0.145491
Cambridge,2023-07-08 13:00:00,13,7,5,property,52.206311,0.121593
Cambridge,2023-07-27 06:00:00,6,7,3,property,52.203097,0.121806
Cambridge,2023-07-25 11:00:00,11,7,1,property,52.197608,0.145426
Cambridge,2023-07-08 03:00:00,3,7,5,property,52.200443,0.134338
Cambridge,2023-07-13 15:00:00,15,7,3,property,52.206712,0.130292
Cambridge,2023-07-27 18:00:00,18,7,3,property,52.223014,0.118817
Cambridge,2023-07-02 09:00:00,9,7,6,property,52.206712,0.130292
Cambridge,2023-07-12 15:00:00,15,7,2,property,52.233143,0.08629
Cambridge,2023-07-10 04:00:00,4,7,0,property,52.206455,0.121103
Cambridge,2023-07-12 15:00:00,15,7,2,property,52.206907,0.130462
Cambridge,2023-07-11 00:00:00,0,7,1,property,52.214705,0.124822
Cambridge,2023-07-15 04:00:00,4,7,5,property,52.206635,0.119077
Cambridge,2023-07-16 12:00:00,12,7,6,property,52.187179,0.153219
Cambridge,2023-07-17 12:00:00,12,7,0,property,52.191743,0.153937
Cambridge,2023-07-26 02:00:00,2,7,2,property,52.206635,0.119077
Cambridge,2023-07-02 16:00:00,16,7,6,property,52.197608,0.145426
Cambridge,2023-07-18 18:00:00,18,7,1,property,52.188097,0.137317
Cambridge,2023-07-12 04:00:00,4,7,2,property,52.197608,0.145426
Cambridge,2023-07-19 04:00:00,4,7,2,property,52.227077,0.145491
Cambridge,2023-07-26 14:00:00,14,7,2,property,52.187179,0.153219
Cambridge,2023-07-23 09:00:00,9,7,6,property,52.227077,0.145491
Cambridge,2023-07-18 11:00:00,11,7,1,property,52.214705,0.124822
Cambridge,2023-07-17 23:00:00,23,7,0,property,52.197608,0.145426
Cambridge,2023-07-06 10:00:00,10,7,3,property,52.227077,0.145491
Cambridge,2023-07-25 00:00:00,0,7,1,property,52.227077,0.145491
Cambridge,2023-07-15 22:00:00,22,7,5,property,52.203097,0.121806
Cambridge,2023-07-03 20:00:00,20,7,0,property,52.173506,0.121743
Cambridge,2023-07-06 02:00:00,2,7,3,property,52.21146,0.181429
Cambridge,2023-07-03 03:00:00,3,7,0,property,52.209787,0.145932
Cambridge,2023-07-01 18:00:00,18,7,5,property,52.204812,0.121976
Cambridge,2023-07-13 23:00:00,23,7,3,property,52.203097,0.121806
Cambridge,2023-07-28 19:00:00,19,7,4,property,52.239051,0.154323
Cambridge,2023-07-21 02:00:00,2,7,4,property,52.206635,0.119077
Cambridge,2023-07-26 17:00:00,17,7,2,property,52.204812,0.121976
Cambridge,2023-07-14 02:00:00,2,7,4,property,52.206635,0.119077
Cambridge,2023-07-13 06:00:00,6,7,3,property,52.206593,0.133474
Cambridge,2023-07-27 21:00:00,21,7,3,property,52.187179,0.153219
Cambridge,2023-07-04 20:00:00,20,7,1,property,52.187179,0.153219
Cambridge,2023-07-07 23:00:00,23,7,4,property,52.206635,0.119077
Cambridge,2023-07-22 00:00:00,0,7,5,property,52.198458,0.156998
Cambridge,2023-07-10 18:00:00,18,7,0,property,52.174318,0.123113
Cambridge,2023-07-07 17:00:00,17,7,4,property,52.209787,0.145932
Cambridge,2023-07-21 01:00:00,1,7,4,property,52.187179,0.153219
Cambridge,2023-07-15 11:00:00,11,7,5,property,52.194769,0.136334
Cambridge,2023-07-15 16:00:00,16,7,5,property,52.219264,0.132298
Cambridge,2023-07-04 20:00:00,20,7,1,property,52.21146,0.181429
Cambridge,2023-07-23 20:00:00,20,7,6,property,52.227077,0.145491
Cambridge,2023-07-23 02:00:00,2,7,6,property,52.187179,0.153219
Cambridge,2023-07-06 11:00:00,11,7,3,property,52.187179,0.153219
Cambridge,2023-07-24 11:00:00,11,7,0,property,52.203011,0.125622
Cambridge,2023-07-20 05:00:00,5,7,3,property,52.203097,0.121806
Cambridge,2023-07-26 09:00:00,9,7,2,property,52.197608,0.145426
Cambridge,2023-07-05 21:00:00,21,7,2,property,52.205917,0.145402
Cambridge,2023-07-20 05:00:00,5,7,3,property,52.223014,0.118817
Cambridge,2023-07-12 13:00:00,13,7,2,property,52.212891,0.128714
Cambridge,2023-07-01 01:00:00,1,7,5,property,52.233143,0.08629
Cambridge,2023-07-28 10:00:00,10,7,4,property,52.227077,0.145491
Cambridge,2023-07-08 14:00:00,14,7,5,property,52.187179,0.153219
Cambridge,2023-07-01 07:00:00,7,7,5,property,52.206635,0.119077
Cambridge,2023-07-05 21:00:00,21,7,2,property,52.239051,0.154323
Cambridge,2023-07-22 12:00:00,12,7,5,property,52.200225,0.134986
Cambridge,2023-07-06 18:00:00,18,7,3,property,52.198458,0.156998
Cambridge,2023-07-21 09:00:00,9,7,4,property,52.227077,0.145491
Cambridge,2023-07-03 08:00:00,8,7,0,property,52.209787,0.145932
Cambridge,2023-07-15 17:00:00,17,7,5,property,52.203011,0.125622
Cambridge,2023-07-05 06:00:00,6,7,2,property,52.197608,0.145426
Cambridge,2023-07-28 02:00:00,2,7,4,property,52.187179,0.153219
Cambridge,2023-07-24 11:00:00,11,7,0,property,52.227077,0.145491
Cambridge,2023-07-14 14:00:00,14,7,4,property,52.206635,0.119077
Cambridge,2023-07-18 21:00:00,21,7,1,property,52.197608,0.145426
Cambridge,2023-07-16 20:00:00,20,7,6,property,52.187179,0.153219
Cambridge,2023-07-06 12:00:00,12,7,3,property,52.169462,0.105026
Cambridge,2023-07-25 05:00:00,5,7,1,property,52.214705,0.124822
Cambridge,2023-07-24 07:00:00,7,7,0,property,52.205741,0.131753
Cambridge,2023-07-14 13:00:00,13,7,4,property,52.191743,0.153937
Cambridge,2023-07-27 02:00:00,2,7,3,property,52.2071,0.119758
Cambridge,2023-07-24 15:00:00,15,7,0,property,52.191743,0.153937
Cambridge,2023-07-08 17:00:00,17,7,5,property,52.188097,0.137317
Cambridge,2023-07-07 23:00:00,23,7,4,property,52.187179,0.153219
Cambridge,2023-07-08 16:00:00,16,7,5,property,52.213238,0.163042
Cambridge,2023-07-13 17:00:00,17,7,3,property,52.227077,0.145491
Cambridge,2023-07-06 09:00:00,9,7,3,property,52.197608,0.145426
Cambridge,2023-07-18 16:00:00,16,7,1,property,52.187179,0.153219
Cambridge,2023-07-02 15:00:00,15,7,6,property,52.187179,0.153219
Cambridge,2023-07-08 20:00:00,20,7,5,property,52.197608,0.145426
Cambridge,2023-07-11 23:00:00,23,7,1,property,52.204215,0.121172
Cambridge,2023-07-01 01:00:00,1,7,5,property,52.214999,0.127497
Cambridge,2023-07-22 19:00:00,19,7,5,property,52.203097,0.121806
Cambridge,2023-07-06 03:00:00,3,7,3,property,52.227077,0.145491
Cambridge,2023-07-16 10:00:00,10,7,6,property,52.197608,0.145426
Cambridge,2023-07-27 06:00:00,6,7,3,property,52.198458,0.156998
Cambridge,2023-07-20 16:00:00,16,7,3,property,52.203097,0.121806
Cambridge,2023-07-12 18:00:00,18,7,2,property,52.187179,0.153219
Cambridge,2023-07-11 05:00:00,5,7,1,property,52.2071,0.119758
Cambridge,2023-07-27 09:00:00,9,7,3,property,52.223014,0.118817
Cambridge,2023-07-10 20:00:00,20,7,0,property,52.197608,0.145426
Cambridge,2023-07-03 03:00:00,3,7,0,property,52.203097,0.121806
Cambridge,2023-07-13 00:00:00,0,7,3,property,52.227077,0.145491
Cambridge,2023-07-27 06:00:00,6,7,3,property,52.206635,0.119077
Cambridge,2023-07-03 20:00:00,20,7,0,property,52.209787,0.145932
Cambridge,2023-07-15 15:00:00,15,7,5,property,52.239051,0.154323
Cambridge,2023-07-16 16:00:00,16,7,6,property,52.187179,0.153219
Cambridge,2023-07-13 23:00:00,23,7,3,property,52.206907,0.130462
Cambridge,2023-07-17 04:00:00,4,7,0,property,52.197608,0.145426
Cambridge,2023-07-03 21:00:00,21,7,0,property,52.200225,0.134986
Cambridge,2023-07-20 22:00:00,22,7,3,property,52.189096,0.135331
Cambridge,2023-07-11 09:00:00,9,7,1,property,52.227077,0.145491
Cambridge,2023-07-27 06:00:00,6,7,3,property,52.205917,0.145402
Cambridge,2023-07-21 12:00:00,12,7,4,property,52.205917,0.145402
Cambridge,2023-07-19 06:00:00,6,7,2,property,52.197608,0.145426
Cambridge,2023-07-22 14:00:00,14,7,5,property,52.190164,0.136961
Cambridge,2023-07-11 16:00:00,16,7,1,property,52.227077,0.145491
Cambridge,2023-07-28 22:00:00,22,7,4,property,52.206593,0.133474
Cambridge,2023-07-16 02:00:00,2,7,6,property,52.227077,0.145491
Cambridge,2023-07-21 04:00:00,4,7,4,property,52.197608,0.145426
Cambridge,2023-07-03 09:00:00,9,7,0,property,52.197608,0.145426
Cambridge,2023-07-22 04:00:00,4,7,5,property,52.203097,0.121806
Cambridge,2023-07-06 23:00:00,23,7,3,property,52.207489,0.1321
Cambridge,2023-07-14 06:00:00,6,7,4,property,52.187179,0.153219
Cambridge,2023-07-24 06:00:00,6,7,0,property,52.227077,0.145491
Cambridge,2023-07-18 21:00:00,21,7,1,property,52.215097,0.168549
Cambridge,2023-07-17 22:00:00,22,7,0,property,52.200443,0.134338
Cambridge,2023-07-04 13:00:00,13,7,1,property,52.197608,0.145426
Cambridge,2023-07-23 22:00:00,22,7,6,property,52.227077,0.145491
Cambridge,2023-07-15 14:00:00,14,7,5,property,52.22505,0.127114
Cambridge,2023-07-11 04:00:00,4,7,1,property,52.233143,0.08629
Cambridge,2023-07-26 04:00:00,4,7,2,property,52.227077,0.145491
Cambridge,2023-07-03 03:00:00,3,7,0,property,52.18108,0.151842
Cambridge,2023-07-03 19:00:00,19,7,0,property,52.227077,0.145491
Cambridge,2023-07-16 20:00:00,20,7,6,property,52.206447,0.120517
Cambridge,2023-07-05 08:00:00,8,7,2,property,52.197608,0.145426
Cambridge,2023-07-21 11:00:00,11,7,4,property,52.191743,0.153937
Cambridge,2023-07-10 15:00:00,15,7,0,property,52.197608,0.145426
Cambridge,2023-07-19 21:00:00,21,7,2,property,52.197608,0.145426
Cambridge,2023-07-25 07:00:00,7,7,1,property,52.214999,0.127497
Cambridge,2023-07-04 08:00:00,8,7,1,property,52.174318,0.123113
Cambridge,2023-07-19 11:00:00,11,7,2,property,52.191743,0.153937
Cambridge,2023-07-11 19:00:00,19,7,1,property,52.204215,0.121172
Cambridge,2023-07-02 06:00:00,6,7,6,property,52.197608,0.145426
Cambridge,2023-07-10 20:00:00,20,7,0,property,52.197608,0.145426
Cambridge,2023-07-11 03:00:00,3,7,1,property,52.187179,0.153219
Cambridge,2023-07-25 22:00:00,22,7,1,property,52.203097,0.121806
Cambridge,2023-07-20 02:00:00,2,7,3,property,52.187179,0.153219
Cambridge,2023-07-16 00:00:00,0,7,6,property,52.209787,0.145932
Cambridge,2023-07-19 06:00:00,6,7,2,property,52.227077,0.145491
Cambridge,2023-07-23 08:00:00,8,7,6,property,52.22505,0.127114
Cambridge,2023-07-24 01:00:00,1,7,0,property,52.191743,0.153937
Cambridge,2023-07-11 06:00:00,6,7,1,property,52.227077,0.145491
Cambridge,2023-07-14 09:00:00,9,7,4,property,52.209787,0.145932
Cambridge,2023-07-02 01:00:00,1,7,6,property,52.227077,0.145491
Cambridge,2023-07-23 12:00:00,12,7,6,property,52.227077,0.145491
Cambridge,2023-07-28 02:00:00,2,7,4,property,52.187179,0.153219
